ID,PseAAC_lambda1,PseAAC_lambda2,PseAAC_lambda3,PseAAC_lambda4,PseAAC_lambda5
Negative_F48,0.061507,0.084439,0.078485,0.047673,0.067993
Negative_F278,0.065786,0.076136,0.064510,0.067937,0.083553
Negative_F1400,0.065012,0.071626,0.060332,0.038524,0.069168
Negative_F2431,0.079618,0.140093,0.134912,0.061053,0.038636
Negative_F1826,0.067162,0.056304,0.051368,0.074592,0.056302
Negative_F1310,0.060189,0.076754,0.066684,0.059935,0.065332
Negative_F2000,0.085776,0.047169,0.092743,0.073644,0.074342
Negative_F81,0.053858,0.083545,0.052463,0.041010,0.068749
Negative_F2332,0.065856,0.067386,0.061178,0.042505,0.066342
Negative_F293,0.094676,0.124145,0.073979,0.058575,0.113204
Negative_F915,0.048856,0.060004,0.057777,0.051249,0.056383
Negative_F2403,0.044473,0.064190,0.056284,0.040190,0.046338
Negative_F1500,0.042768,0.068651,0.051082,0.057369,0.080837
Negative_F122,0.075772,0.144297,0.137251,0.049992,0.029792
Negative_F787,0.065121,0.068359,0.090455,0.083669,0.069279
Negative_F1343,0.081234,0.104336,0.058656,0.062023,0.095026
Negative_F1948,0.062940,0.056730,0.071369,0.067190,0.064671
Negative_F1284,0.040992,0.043605,0.046617,0.035697,0.046209
Negative_F1214,0.103267,0.070001,0.095630,0.054866,0.111542
Negative_F1851,0.063750,0.058961,0.051458,0.070611,0.048349
Negative_F1556,0.064907,0.085671,0.069371,0.071988,0.073224
Negative_F18,0.059048,0.085695,0.054716,0.056761,0.082766
Negative_F1684,0.059347,0.055945,0.061197,0.046378,0.056849
Negative_F1623,0.064217,0.063316,0.065072,0.058316,0.065942
Negative_F1126,0.058281,0.086437,0.064179,0.055090,0.053429
Negative_F923,0.076825,0.067771,0.079497,0.071886,0.084443
Negative_F1809,0.080029,0.089696,0.059957,0.068638,0.060213
Negative_F1735,0.048184,0.038571,0.020794,0.049161,0.039835
Negative_F2419,0.076535,0.088636,0.066530,0.056028,0.081542
Negative_F327,0.058266,0.087902,0.045450,0.024448,0.073897
Negative_F1123,0.059190,0.043589,0.057807,0.053038,0.058353
Negative_F361,0.100871,0.079663,0.055337,0.104099,0.079463
Negative_F1189,0.038556,0.055754,0.033266,0.031440,0.066177
Negative_F437,0.066918,0.065361,0.049298,0.066101,0.083812
Negative_F1562,0.063710,0.067958,0.069374,0.069974,0.075213
Negative_F1432,0.054098,0.053111,0.053164,0.053043,0.057533
Negative_F2051,0.048645,0.059078,0.055609,0.049618,0.075464
Negative_F434,0.056227,0.092884,0.064751,0.049888,0.077542
Negative_F814,0.079206,0.091596,0.056179,0.058357,0.087608
Negative_F511,0.076320,0.078473,0.060103,0.037493,0.070023
Negative_F418,0.049373,0.064828,0.049609,0.067391,0.068884
Negative_F917,0.057676,0.089720,0.113817,0.113796,0.094028
Negative_F251,0.058946,0.069688,0.076466,0.077930,0.075798
Negative_F1549,0.050239,0.073799,0.058433,0.048787,0.076951
Negative_F1449,0.056301,0.078140,0.043653,0.037750,0.057414
Negative_F1283,0.045500,0.046082,0.051015,0.035624,0.053269
Negative_F1444,0.063493,0.054243,0.063189,0.071327,0.059529
Negative_F623,0.099983,0.065137,0.093842,0.057672,0.102031
Negative_F980,0.073484,0.067773,0.070239,0.044533,0.049553
Negative_F2049,0.056295,0.076052,0.065734,0.051555,0.083248
Negative_F99,0.065962,0.074950,0.050632,0.058591,0.081854
Negative_F2358,0.066145,0.089340,0.080388,0.057357,0.076750
Negative_F188,0.063459,0.069079,0.053628,0.064364,0.079327
Negative_F567,0.082963,0.103350,0.067954,0.060502,0.097869
Negative_F1537,0.064728,0.081177,0.050740,0.055021,0.079255
Negative_F1981,0.065543,0.052548,0.079223,0.056802,0.064797
Negative_F2378,0.068426,0.070094,0.060523,0.056235,0.084541
Negative_F2242,0.084627,0.101413,0.049442,0.061066,0.123739
Negative_F788,0.062503,0.055852,0.067414,0.050165,0.048449
Negative_F1803,0.063383,0.080229,0.046805,0.035937,0.068673
Negative_F591,0.050867,0.054454,0.051107,0.041708,0.053955
Negative_F2114,0.053921,0.077363,0.065256,0.026398,0.059123
Negative_F1081,0.074991,0.068433,0.061674,0.077789,0.040256
Negative_F895,0.063988,0.075553,0.068668,0.066317,0.052747
Negative_F975,0.036724,0.052470,0.048659,0.048319,0.064269
Negative_F1438,0.062231,0.068902,0.047325,0.062567,0.076495
Negative_F1156,0.071483,0.094304,0.057091,0.085211,0.090384
Negative_F120,0.082849,0.068451,0.069466,0.070692,0.059581
Negative_F2013,0.083511,0.063505,0.063948,0.061772,0.056985
Negative_F440,0.062244,0.069862,0.067241,0.062556,0.058577
Negative_F937,0.039988,0.044087,0.059683,0.054530,0.065736
Negative_F1061,0.062193,0.058306,0.058711,0.067505,0.062451
Negative_F2257,0.098970,0.119892,0.069053,0.056548,0.114697
Negative_F2239,0.049278,0.091324,0.084034,0.047450,0.038751
Negative_F1737,0.053805,0.063928,0.053666,0.042665,0.060209
Negative_F1297,0.055517,0.060908,0.046207,0.034974,0.045119
Negative_F1211,0.056256,0.068095,0.058339,0.038076,0.056333
Negative_F1327,0.058801,0.069164,0.058714,0.048343,0.065500
Negative_F1459,0.058338,0.068013,0.071000,0.063944,0.067315
Negative_F861,0.067579,0.094080,0.084826,0.075224,0.082259
Negative_F1615,0.058081,0.067338,0.059707,0.051133,0.067553
Negative_F1102,0.042357,0.042921,0.042471,0.028035,0.037391
Negative_F1107,0.076433,0.079539,0.069943,0.071008,0.071326
Negative_F865,0.080302,0.096483,0.035142,0.064921,0.086018
Negative_F1062,0.076947,0.070197,0.062442,0.074393,0.066105
Negative_F1395,0.048920,0.073282,0.065273,0.046719,0.038455
Negative_F2070,0.060175,0.068850,0.058975,0.064324,0.090726
Negative_F970,0.075778,0.065132,0.092161,0.065639,0.071593
Negative_F2436,0.065272,0.085078,0.063399,0.051946,0.082222
Negative_F943,0.052856,0.042827,0.066624,0.065590,0.064015
Negative_F1973,0.050635,0.086036,0.058043,0.044349,0.070136
Negative_F2380,0.050725,0.104433,0.098462,0.103239,0.098762
Negative_F487,0.039846,0.056756,0.030028,0.032108,0.056131
Negative_F1462,0.069930,0.061998,0.063202,0.068901,0.067171
Negative_F2328,0.075979,0.083407,0.079073,0.076644,0.063234
Negative_F66,0.067818,0.080944,0.052505,0.039664,0.075060
Negative_F135,0.084329,0.042099,0.059260,0.062574,0.046925
Negative_F1004,0.052813,0.078723,0.060686,0.044837,0.058229
Negative_F109,0.075975,0.126602,0.063330,0.054298,0.126625
Negative_F902,0.058330,0.060574,0.052785,0.046962,0.053381
Negative_F1547,0.062598,0.074364,0.078816,0.059313,0.065666
Negative_F1064,0.068153,0.077222,0.066075,0.058164,0.076217
Negative_F716,0.050157,0.041274,0.022369,0.037015,0.038774
Negative_F446,0.082910,0.097249,0.066165,0.080626,0.093245
Negative_F2055,0.057402,0.072749,0.063092,0.059026,0.072449
Negative_F925,0.058656,0.072916,0.054382,0.051704,0.068192
Negative_F456,0.074163,0.058347,0.050392,0.057744,0.063208
Negative_F645,0.071836,0.074824,0.053386,0.058250,0.079606
Negative_F2019,0.049552,0.054798,0.037275,0.045658,0.055775
Negative_F87,0.060470,0.079519,0.059401,0.034314,0.079788
Negative_F1017,0.041871,0.054551,0.037016,0.031061,0.053141
Negative_F2318,0.077794,0.074765,0.086471,0.097779,0.066648
Negative_F498,0.066881,0.068412,0.058496,0.058246,0.063798
Negative_F1481,0.065818,0.077406,0.068931,0.064916,0.076189
Negative_F1165,0.067384,0.073018,0.063406,0.057720,0.056914
Negative_F676,0.050098,0.072428,0.057456,0.024412,0.071451
Negative_F819,0.069575,0.066063,0.068962,0.065957,0.075627
Negative_F966,0.069777,0.067533,0.064860,0.068935,0.059376
Negative_F1236,0.081503,0.095628,0.079281,0.059919,0.072425
Negative_F1989,0.053936,0.062026,0.058505,0.052704,0.046276
Negative_F1620,0.088292,0.086069,0.075470,0.067782,0.094615
Negative_F1330,0.060741,0.066142,0.043127,0.045742,0.070078
Negative_F342,0.057967,0.067106,0.051367,0.027736,0.073620
Negative_F1312,0.043643,0.063547,0.050539,0.050790,0.065184
Negative_F1341,0.031502,0.043538,0.057023,0.063233,0.058460
Negative_F584,0.071290,0.091720,0.055550,0.060032,0.088949
Negative_F1784,0.082964,0.070877,0.075928,0.079852,0.068445
Negative_F774,0.033444,0.035293,0.033642,0.037531,0.044049
Negative_F1944,0.089609,0.093257,0.103820,0.040258,0.101897
Negative_F2180,0.064129,0.062801,0.058563,0.042254,0.058862
Negative_F1942,0.132648,0.065841,0.112983,0.096737,0.112784
Negative_F1767,0.067725,0.068028,0.078764,0.085013,0.054991
Negative_F2188,0.042752,0.058993,0.048271,0.048751,0.074368
Negative_F2128,0.047626,0.054884,0.059734,0.039050,0.050853
Negative_F407,0.071600,0.056307,0.016930,0.069289,0.050676
Negative_F91,0.066214,0.071884,0.061114,0.041657,0.064388
Negative_F2228,0.107230,0.106020,0.095736,0.064415,0.122363
Negative_F1136,0.062979,0.072047,0.062561,0.071471,0.058581
Negative_F2252,0.053230,0.078336,0.074255,0.076792,0.080206
Negative_F203,0.068960,0.065235,0.055953,0.055175,0.065326
Negative_F1950,0.063321,0.070313,0.053949,0.057237,0.069100
Negative_F1756,0.056213,0.062902,0.059213,0.061726,0.056723
Negative_F2393,0.087335,0.126886,0.082749,0.048628,0.063855
Negative_F1483,0.060676,0.067839,0.058915,0.066552,0.073969
Negative_F209,0.050393,0.063569,0.055360,0.054663,0.046972
Negative_F465,0.064230,0.079480,0.061290,0.033914,0.066285
Negative_F1048,0.081167,0.084370,0.094328,0.049547,0.081864
Negative_F2392,0.096108,0.118430,0.089632,0.018271,0.090331
Negative_F1574,0.086393,0.068997,0.077823,0.078191,0.092110
Negative_F745,0.073545,0.095543,0.092137,0.079644,0.111846
Negative_F1853,0.070265,0.078704,0.077865,0.060414,0.069813
Negative_F2441,0.092718,0.091140,0.070965,0.091581,0.067225
Negative_F235,0.068627,0.089250,0.060391,0.084966,0.079118
Negative_F1677,0.076323,0.084093,0.080280,0.069254,0.063134
Negative_F169,0.064357,0.082168,0.085923,0.064243,0.083376
Negative_F1617,0.053547,0.058519,0.055401,0.061746,0.050723
Negative_F2262,0.073280,0.076221,0.080711,0.072468,0.072487
Negative_F2206,0.091978,0.080263,0.047844,0.120152,0.096935
Negative_F1530,0.073513,0.076896,0.081732,0.065756,0.073755
Negative_F1794,0.071435,0.060177,0.078059,0.065686,0.069917
Negative_F1840,0.063369,0.069569,0.057447,0.061792,0.049562
Negative_F1197,0.056860,0.061090,0.062914,0.062851,0.065221
Negative_F1811,0.074754,0.070883,0.046581,0.042610,0.087329
Negative_F1494,0.043786,0.060958,0.037660,0.028122,0.051262
Negative_F52,0.078528,0.077654,0.038356,0.048641,0.089714
Negative_F2276,0.070422,0.074567,0.091361,0.070771,0.069187
Negative_F678,0.051993,0.066371,0.057883,0.041987,0.073044
Negative_F1911,0.066379,0.063775,0.065297,0.069369,0.054340
Negative_F690,0.062966,0.084247,0.061442,0.053513,0.069568
Negative_F399,0.069416,0.075669,0.065338,0.042776,0.069383
Negative_F1908,0.041698,0.063483,0.028438,0.030994,0.052942
Negative_F824,0.080767,0.076748,0.081455,0.061851,0.055959
Negative_F762,0.052256,0.040026,0.054843,0.054367,0.055216
Negative_F2202,0.117135,0.093954,0.093301,0.087602,0.119626
Negative_F1168,0.077202,0.067441,0.069154,0.083825,0.060286
Negative_F355,0.066300,0.088012,0.100769,0.105309,0.089393
Negative_F1918,0.057845,0.064723,0.052470,0.040392,0.064705
Negative_F388,0.064227,0.079288,0.078878,0.096688,0.100228
Negative_F2100,0.054723,0.075192,0.068535,0.069862,0.063755
Negative_F1289,0.071003,0.077734,0.082004,0.075475,0.083481
Negative_F2412,0.079053,0.095578,0.052777,0.067125,0.113272
Negative_F1488,0.060290,0.078837,0.084700,0.079546,0.094136
Negative_F805,0.087284,0.074895,0.074205,0.074678,0.090751
Negative_F458,0.049429,0.051144,0.062388,0.051072,0.059659
Negative_F2109,0.055593,0.066466,0.043346,0.043780,0.060743
Negative_F1863,0.071899,0.066829,0.070783,0.071612,0.069881
Negative_F1457,0.066150,0.063586,0.055152,0.058885,0.060037
Negative_F1525,0.074110,0.080164,0.078392,0.062383,0.076072
Negative_F971,0.086925,0.083764,0.073414,0.081068,0.086761
Negative_F529,0.078840,0.094649,0.063938,0.062125,0.094323
Negative_F717,0.040911,0.058774,0.035909,0.028672,0.053186
Negative_F1543,0.048741,0.057372,0.034415,0.042452,0.045333
Negative_F1067,0.056826,0.050401,0.031940,0.058380,0.046905
Negative_F1513,0.066325,0.062596,0.067862,0.045832,0.063040
Negative_F691,0.078770,0.089272,0.068001,0.063393,0.100462
Negative_F410,0.045228,0.073634,0.052714,0.044082,0.066206
Negative_F2298,0.066739,0.066057,0.030314,0.055315,0.046187
Negative_F2323,0.069738,0.095232,0.060885,0.044574,0.090105
Negative_F1726,0.035915,0.037659,0.048520,0.048763,0.054536
Negative_F1474,0.062222,0.068723,0.071897,0.061496,0.063701
Negative_F766,0.056259,0.058043,0.061752,0.046870,0.068754
Negative_F2082,0.031521,0.044951,0.036900,0.039504,0.040268
Negative_F663,0.074142,0.084953,0.081034,0.054815,0.057695
Negative_F2215,0.073714,0.064520,0.051586,0.106802,0.093846
Negative_F85,0.076893,0.071610,0.071004,0.063854,0.042400
Negative_F962,0.057469,0.064100,0.057880,0.065731,0.065561
Negative_F239,0.057899,0.058486,0.047292,0.066833,0.052463
Negative_F1741,0.078546,0.062702,0.075211,0.055859,0.074727
Negative_F1072,0.047503,0.061145,0.048716,0.053221,0.066238
Negative_F1347,0.062444,0.081757,0.065028,0.036203,0.066110
Negative_F58,0.074586,0.084667,0.064526,0.037659,0.068896
Negative_F843,0.092199,0.124345,0.078146,0.089457,0.078131
Negative_F669,0.068693,0.066977,0.066353,0.057843,0.069703
Negative_F804,0.077655,0.074106,0.077789,0.070395,0.049196
Negative_F2359,0.082639,0.069782,0.100107,0.083564,0.093045
Negative_F1542,0.052890,0.052082,0.055104,0.061051,0.050162
Negative_F1896,0.031165,0.027277,0.036895,0.035856,0.042313
Negative_F1378,0.060525,0.067156,0.066906,0.052844,0.058139
Negative_F1162,0.091603,0.092446,0.032456,0.083718,0.077063
Negative_F2446,0.060852,0.074176,0.051263,0.052604,0.076956
Negative_F1185,0.057134,0.060143,0.074146,0.058829,0.057116
Negative_F1813,0.070571,0.091409,0.055863,0.053316,0.082243
Negative_F753,0.053824,0.057403,0.062726,0.070127,0.067247
Negative_F2275,0.079380,0.078273,0.056950,0.080711,0.069821
Negative_F338,0.083726,0.079357,0.064542,0.059173,0.060038
Negative_F2086,0.070277,0.070815,0.061975,0.064989,0.076691
Negative_F1511,0.054397,0.057215,0.057498,0.062047,0.057641
Negative_F1727,0.058525,0.057712,0.067085,0.074699,0.065350
Negative_F1215,0.035312,0.054468,0.043590,0.036431,0.050608
Negative_F206,0.075685,0.088301,0.061788,0.053931,0.087185
Negative_F55,0.050662,0.065021,0.042013,0.041196,0.063653
Negative_F1119,0.064815,0.062455,0.076859,0.065570,0.068436
Negative_F1174,0.053454,0.075987,0.053956,0.042706,0.058305
Negative_F336,0.055966,0.070785,0.054170,0.045207,0.075032
Negative_F1821,0.080218,0.086078,0.064972,0.056152,0.084613
Negative_F1740,0.062933,0.057576,0.066712,0.066660,0.066610
Negative_F275,0.043406,0.061302,0.041817,0.036099,0.050321
Negative_F1645,0.053972,0.062040,0.050235,0.048809,0.062808
Negative_F2387,0.079689,0.088780,0.076424,0.070244,0.085593
Negative_F1625,0.066114,0.061444,0.049687,0.052795,0.051067
Negative_F1338,0.072140,0.074525,0.060866,0.050327,0.078908
Negative_F606,0.080269,0.105608,0.050350,0.055896,0.096129
Negative_F98,0.073300,0.086253,0.060644,0.060350,0.087687
Negative_F507,0.042971,0.066937,0.050972,0.039779,0.065615
Negative_F1446,0.057503,0.030671,0.050051,0.038812,0.055673
Negative_F1416,0.075468,0.075391,0.055554,0.064768,0.083091
Negative_F2081,0.050488,0.059631,0.063899,0.061405,0.047471
Negative_F372,0.053757,0.076604,0.058078,0.041982,0.076880
Negative_F854,0.055313,0.053438,0.060744,0.054018,0.054131
Negative_F1192,0.063940,0.073194,0.067647,0.063356,0.048436
Negative_F2231,0.031368,0.053564,0.045713,0.043518,0.057677
Negative_F1709,0.051880,0.051224,0.037791,0.040558,0.051323
Negative_F1434,0.051635,0.063955,0.056068,0.059606,0.075342
Negative_F108,0.076522,0.113958,0.073477,0.035837,0.088387
Negative_F1001,0.069397,0.076185,0.062264,0.042300,0.066326
Negative_F2445,0.069152,0.084538,0.060074,0.026565,0.073228
Negative_F2043,0.065510,0.077769,0.069277,0.063182,0.064997
Negative_F1581,0.068872,0.062362,0.068530,0.062140,0.079332
Negative_F1175,0.065341,0.057636,0.059722,0.077953,0.068980
Negative_F1499,0.046800,0.067417,0.053149,0.040293,0.070401
Negative_F1850,0.065697,0.072631,0.056069,0.060673,0.070432
Negative_F1682,0.042551,0.043318,0.057220,0.046231,0.053422
Negative_F748,0.044748,0.042855,0.056928,0.043462,0.054289
Negative_F552,0.075894,0.069258,0.075191,0.073939,0.064539
Negative_F104,0.068500,0.068948,0.086494,0.085955,0.085710
Negative_F2270,0.063282,0.089092,0.057897,0.019663,0.068675
Negative_F1256,0.067088,0.065171,0.063512,0.053461,0.076670
Negative_F791,0.076156,0.088562,0.058532,0.066964,0.084576
Negative_F1407,0.056366,0.058777,0.048519,0.051378,0.055888
Negative_F351,0.055204,0.065833,0.057734,0.069107,0.066538
Negative_F1708,0.073648,0.088875,0.073831,0.078664,0.070906
Negative_F414,0.096114,0.119620,0.108393,0.066966,0.099591
Negative_F921,0.043210,0.051512,0.053743,0.060273,0.059681
Negative_F2293,0.037909,0.055456,0.040053,0.037265,0.045112
Negative_F565,0.098646,0.083670,0.078800,0.100601,0.099855
Negative_F987,0.073818,0.073398,0.067201,0.044026,0.070045
Negative_F1807,0.070327,0.039717,0.058296,0.053171,0.055004
Negative_F1188,0.050203,0.077719,0.051874,0.023043,0.060563
Negative_F1759,0.054183,0.074669,0.052078,0.039974,0.075594
Negative_F1849,0.045776,0.060273,0.029085,0.029770,0.060883
Negative_F2209,0.067273,0.100590,0.089252,0.072081,0.095649
Negative_F1369,0.067572,0.060192,0.060813,0.068215,0.057061
Negative_F1765,0.056522,0.063832,0.051520,0.056998,0.058959
Negative_F1223,0.062862,0.070574,0.059708,0.037327,0.052210
Negative_F1145,0.061371,0.093642,0.078628,0.090553,0.052553
Negative_F1503,0.061243,0.066176,0.066461,0.061177,0.061224
Negative_F1507,0.052653,0.067294,0.062455,0.045396,0.049703
Negative_F2089,0.062502,0.076392,0.061751,0.056338,0.067999
Negative_F1970,0.056436,0.063828,0.089480,0.084874,0.089640
Negative_F210,0.059251,0.079713,0.044691,0.049238,0.081599
Negative_F234,0.058660,0.050568,0.057282,0.064609,0.053551
Negative_F1912,0.045491,0.062260,0.032786,0.038961,0.048175
Negative_F2352,0.045120,0.056372,0.059915,0.050550,0.048174
Negative_F2159,0.057606,0.048832,0.047761,0.067660,0.037796
Negative_F180,0.099475,0.092202,0.076402,0.096848,0.077146
Negative_F22,0.069604,0.065321,0.063516,0.065557,0.066615
Negative_F371,0.035571,0.056697,0.041991,0.038404,0.061249
Negative_F597,0.084994,0.092314,0.063807,0.044722,0.077484
Negative_F1965,0.041861,0.062253,0.062778,0.065211,0.063476
Negative_F1866,0.079100,0.122518,0.064769,0.058756,0.104904
Negative_F5,0.066057,0.075400,0.055018,0.044686,0.077680
Negative_F1820,0.068937,0.084069,0.056623,0.054072,0.078557
Negative_F1936,0.052634,0.064826,0.063349,0.066107,0.069114
Negative_F1461,0.067440,0.064115,0.063240,0.068015,0.066686
Negative_F1472,0.076960,0.071280,0.070681,0.054290,0.070540
Negative_F1191,0.070600,0.062315,0.064543,0.062575,0.080082
Negative_F1702,0.047944,0.040020,0.033135,0.032807,0.046340
Negative_F4,0.070563,0.073966,0.066724,0.068042,0.066184
Negative_F1772,0.054790,0.046598,0.044644,0.040353,0.044241
Negative_F1539,0.073997,0.045284,0.078255,0.049427,0.075089
Negative_F168,0.073497,0.069171,0.052345,0.062143,0.077753
Negative_F1997,0.086498,0.038937,0.078673,0.075621,0.064276
Negative_F24,0.065189,0.048800,0.027290,0.068131,0.044437
Negative_F1663,0.079383,0.078544,0.076776,0.069869,0.092511
Negative_F1858,0.090268,0.072957,0.073115,0.074171,0.085188
Negative_F1230,0.078841,0.087754,0.048904,0.064176,0.085455
Negative_F2353,0.062318,0.067713,0.058504,0.056467,0.059519
Negative_F967,0.072155,0.071545,0.071517,0.062301,0.069285
Negative_F1355,0.055875,0.076345,0.050115,0.039021,0.062180
Negative_F2442,0.077803,0.065407,0.070163,0.090389,0.071308
Negative_F1155,0.080003,0.102807,0.070951,0.056894,0.094476
Negative_F244,0.058440,0.068763,0.041337,0.060572,0.062130
Negative_F483,0.080658,0.081137,0.093786,0.080037,0.068430
Negative_F1158,0.075478,0.098341,0.057172,0.074154,0.092112
Negative_F2217,0.054622,0.047951,0.051478,0.039643,0.052078
Negative_F1408,0.052838,0.061978,0.026059,0.033933,0.065274
Negative_F1823,0.075361,0.081908,0.058678,0.056863,0.082782
Negative_F1271,0.072817,0.069889,0.074280,0.062114,0.078776
Negative_F1828,0.065440,0.072668,0.043211,0.045692,0.076868
Negative_F955,0.059410,0.074364,0.080610,0.080162,0.068879
Negative_F1640,0.063255,0.091369,0.070523,0.040327,0.068846
Negative_F192,0.068980,0.077998,0.070865,0.064298,0.050363
Negative_F1585,0.082299,0.108782,0.055317,0.074687,0.089929
Negative_F2107,0.075330,0.075738,0.073707,0.069882,0.085579
Negative_F673,0.065040,0.090678,0.058002,0.045022,0.048838
Negative_F958,0.061327,0.064960,0.071066,0.067313,0.070749
Negative_F681,0.093628,0.069228,0.086138,0.069703,0.068782
Negative_F2327,0.065388,0.043980,0.056959,0.049905,0.054617
Negative_F2194,0.071490,0.100001,0.084519,0.093918,0.083783
Negative_F489,0.062720,0.068225,0.062669,0.055261,0.063930
Negative_F1411,0.054523,0.078687,0.041604,0.045633,0.083244
Negative_F1734,0.091714,0.081385,0.061028,0.070782,0.120976
Negative_F560,0.088999,0.103822,0.109188,0.054594,0.039939
Negative_F1160,0.072793,0.092817,0.049085,0.073172,0.087196
Negative_F1599,0.047217,0.053645,0.048643,0.047518,0.051520
Negative_F1351,0.079213,0.090524,0.073895,0.073326,0.067165
Negative_F1783,0.067434,0.056476,0.068846,0.068487,0.070232
Negative_F720,0.060855,0.074979,0.070818,0.073068,0.056196
Negative_F379,0.056673,0.051306,0.069838,0.059507,0.056776
Negative_F1816,0.049037,0.054856,0.035642,0.031402,0.055245
Negative_F1322,0.060314,0.078247,0.046274,0.037822,0.060651
Negative_F994,0.072370,0.071665,0.068314,0.050894,0.075116
Negative_F2374,0.068199,0.072074,0.049027,0.062483,0.072406
Negative_F444,0.073466,0.069602,0.051257,0.065556,0.080732
Negative_F960,0.054018,0.062386,0.053283,0.059994,0.067382
Negative_F6,0.074339,0.061812,0.073050,0.084992,0.045956
Negative_F1085,0.074780,0.080152,0.067847,0.071771,0.075927
Negative_F1552,0.079837,0.082127,0.071007,0.066381,0.087981
Negative_F1917,0.061262,0.069743,0.042196,0.051479,0.057085
Negative_F1635,0.050491,0.063082,0.049083,0.061685,0.074217
Negative_F823,0.069766,0.077710,0.077658,0.087727,0.063273
Negative_F1913,0.061957,0.071132,0.051801,0.049029,0.070529
Negative_F1610,0.075925,0.081197,0.062071,0.066238,0.070196
Negative_F1349,0.047648,0.068439,0.049139,0.046166,0.069630
Negative_F696,0.082592,0.071977,0.058020,0.071500,0.059930
Negative_F1845,0.039351,0.057557,0.031180,0.030931,0.038918
Negative_F2199,0.099547,0.123016,0.121896,0.073474,0.098028
Negative_F1976,0.071220,0.102738,0.078878,0.067279,0.052473
Negative_F600,0.081233,0.086389,0.059546,0.061835,0.102768
Negative_F1518,0.057131,0.068096,0.053124,0.065079,0.056142
Negative_F2444,0.070495,0.074021,0.064319,0.087160,0.068405
Negative_F1956,0.065215,0.086628,0.078635,0.059616,0.075553
Negative_F2072,0.056347,0.078522,0.091814,0.095356,0.083714
Negative_F2256,0.065844,0.085562,0.058480,0.067567,0.093628
Negative_F2399,0.072729,0.107878,0.092639,0.069180,0.066838
Negative_F2191,0.076885,0.103605,0.071112,0.077938,0.110263
Negative_F1247,0.081843,0.087574,0.067747,0.054130,0.099605
Negative_F1492,0.068025,0.102271,0.062169,0.055191,0.087160
Negative_F1304,0.081798,0.091906,0.069725,0.057236,0.066762
Negative_F25,0.087710,0.082780,0.088417,0.092345,0.071724
Negative_F2145,0.057994,0.076752,0.072823,0.059512,0.072188
Negative_F2210,0.079576,0.060419,0.095979,0.072055,0.096869
Negative_F705,0.050894,0.058335,0.061108,0.055455,0.058750
Negative_F2415,0.070838,0.060984,0.069184,0.066303,0.040750
Negative_F2118,0.082066,0.072678,0.084603,0.070949,0.064195
Negative_F1143,0.051231,0.055550,0.049352,0.053415,0.055303
Negative_F794,0.069749,0.083416,0.072718,0.069020,0.074726
Negative_F849,0.075546,0.096048,0.064888,0.031478,0.080626
Negative_F1961,0.041502,0.057928,0.048132,0.062114,0.056031
Negative_F114,0.075555,0.076704,0.072333,0.061123,0.056123
Negative_F1047,0.062995,0.067831,0.052311,0.062462,0.068173
Negative_F1193,0.079341,0.077604,0.055275,0.055364,0.086772
Negative_F1946,0.058231,0.059266,0.055735,0.049341,0.048047
Negative_F191,0.067475,0.069085,0.064168,0.072358,0.080443
Negative_F547,0.060387,0.053129,0.050211,0.042576,0.058810
Negative_F1632,0.069498,0.075027,0.058924,0.047134,0.070543
Negative_F482,0.078269,0.095187,0.058681,0.049421,0.077100
Negative_F101,0.066869,0.077982,0.067178,0.052738,0.084539
Negative_F1960,0.037065,0.048456,0.039417,0.038331,0.044316
Negative_F2295,0.073187,0.087829,0.075575,0.087505,0.055751
Negative_F968,0.087116,0.099983,0.064007,0.065913,0.105582
Negative_F625,0.069304,0.069687,0.047558,0.079870,0.070324
Negative_F242,0.070532,0.080109,0.068056,0.084222,0.066500
Negative_F930,0.066137,0.080836,0.067900,0.080554,0.080327
Negative_F879,0.076621,0.073375,0.064408,0.061127,0.069840
Negative_F2234,0.055792,0.060392,0.049329,0.067999,0.083469
Negative_F1681,0.039456,0.043347,0.053575,0.056877,0.060001
Negative_F1670,0.066361,0.084052,0.060406,0.047597,0.081984
Negative_F1894,0.065606,0.066571,0.072576,0.090078,0.070953
Negative_F2006,0.071848,0.077659,0.049661,0.052195,0.075117
Negative_F1371,0.061007,0.076789,0.054716,0.041208,0.071594
Negative_F2169,0.106970,0.104239,0.019378,0.110276,0.109716
Negative_F697,0.087679,0.121185,0.098860,0.063338,0.089763
Negative_F2016,0.067433,0.064633,0.066110,0.057837,0.064203
Negative_F1210,0.058841,0.071734,0.059540,0.040763,0.061645
Negative_F2235,0.054921,0.074485,0.069872,0.051354,0.085368
Negative_F1627,0.077160,0.086323,0.060566,0.072024,0.075749
Negative_F595,0.033163,0.046060,0.023672,0.026791,0.043028
Negative_F2104,0.052606,0.053656,0.062665,0.057407,0.049201
Negative_F1194,0.068866,0.056642,0.074120,0.074551,0.072145
Negative_F1146,0.062796,0.067958,0.058211,0.041415,0.064310
Negative_F1099,0.078155,0.090262,0.058803,0.063752,0.063350
Negative_F2196,0.120120,0.086861,0.093299,0.097575,0.082581
Negative_F463,0.055503,0.062449,0.036921,0.048256,0.055606
Negative_F2112,0.081639,0.078272,0.057031,0.082950,0.061011
Negative_F1572,0.089366,0.072338,0.081884,0.069966,0.097272
Negative_F166,0.041537,0.043811,0.042725,0.041169,0.034649
