ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Negative_F1121,0.000000,0.133333,0.044444,0.022222,0.044444,0.088889,0.022222,0.066667,0.044444,0.022222,0.044444,0.066667,0.022222,0.022222,0.155556,0.111111,0.022222,0.044444,0.022222,0.000000
Negative_F715,0.157895,0.000000,0.000000,0.000000,0.105263,0.052632,0.157895,0.105263,0.052632,0.105263,0.000000,0.052632,0.052632,0.000000,0.000000,0.052632,0.000000,0.105263,0.000000,0.000000
Negative_F2111,0.076923,0.000000,0.000000,0.000000,0.307692,0.153846,0.000000,0.076923,0.076923,0.230769,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F1831,0.162791,0.000000,0.023256,0.023256,0.046512,0.116279,0.023256,0.046512,0.162791,0.023256,0.023256,0.046512,0.000000,0.000000,0.046512,0.046512,0.046512,0.162791,0.000000,0.000000
Negative_F376,0.045455,0.000000,0.000000,0.000000,0.136364,0.181818,0.136364,0.181818,0.000000,0.045455,0.000000,0.000000,0.000000,0.000000,0.136364,0.045455,0.045455,0.045455,0.000000,0.000000
Negative_F1874,0.000000,0.129032,0.129032,0.096774,0.000000,0.064516,0.064516,0.000000,0.096774,0.000000,0.064516,0.000000,0.000000,0.064516,0.161290,0.032258,0.032258,0.000000,0.000000,0.064516
Negative_F219,0.000000,0.162162,0.054054,0.000000,0.027027,0.081081,0.027027,0.000000,0.135135,0.081081,0.000000,0.054054,0.081081,0.081081,0.027027,0.108108,0.054054,0.000000,0.000000,0.027027
Negative_F77,0.076923,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.076923,0.076923,0.384615,0.000000,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000
Negative_F9,0.000000,0.000000,0.000000,0.000000,0.050000,0.050000,0.000000,0.066667,0.000000,0.083333,0.000000,0.000000,0.466667,0.000000,0.283333,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F303,0.200000,0.000000,0.033333,0.000000,0.000000,0.166667,0.000000,0.066667,0.200000,0.100000,0.033333,0.000000,0.033333,0.033333,0.000000,0.000000,0.033333,0.033333,0.066667,0.000000
Negative_F1923,0.000000,0.052632,0.008772,0.008772,0.043860,0.263158,0.008772,0.070175,0.035088,0.043860,0.000000,0.043860,0.105263,0.061404,0.070175,0.078947,0.043860,0.008772,0.008772,0.043860
Negative_F2360,0.040000,0.000000,0.000000,0.000000,0.080000,0.080000,0.200000,0.320000,0.080000,0.000000,0.000000,0.040000,0.000000,0.000000,0.120000,0.040000,0.000000,0.000000,0.000000,0.000000
Negative_F1491,0.064516,0.064516,0.064516,0.000000,0.064516,0.129032,0.000000,0.064516,0.161290,0.096774,0.000000,0.032258,0.000000,0.032258,0.064516,0.000000,0.064516,0.064516,0.032258,0.000000
Negative_F1089,0.053333,0.133333,0.080000,0.026667,0.040000,0.053333,0.000000,0.013333,0.053333,0.040000,0.000000,0.080000,0.066667,0.026667,0.106667,0.093333,0.053333,0.026667,0.040000,0.013333
Negative_F2259,0.057692,0.115385,0.019231,0.019231,0.000000,0.115385,0.038462,0.057692,0.134615,0.019231,0.000000,0.076923,0.057692,0.038462,0.000000,0.115385,0.038462,0.019231,0.019231,0.057692
Negative_F2268,0.000000,0.179487,0.025641,0.102564,0.025641,0.051282,0.051282,0.000000,0.179487,0.025641,0.025641,0.000000,0.000000,0.025641,0.128205,0.102564,0.076923,0.000000,0.000000,0.000000
Negative_F95,0.142857,0.000000,0.028571,0.057143,0.028571,0.085714,0.000000,0.114286,0.171429,0.057143,0.000000,0.028571,0.028571,0.028571,0.085714,0.000000,0.000000,0.114286,0.028571,0.000000
Negative_F619,0.000000,0.333333,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.111111,0.111111,0.000000,0.000000
Negative_F1730,0.000000,0.000000,0.000000,0.058824,0.000000,0.117647,0.058824,0.117647,0.235294,0.176471,0.000000,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.117647,0.058824,0.000000
Negative_F1860,0.050000,0.100000,0.000000,0.000000,0.100000,0.100000,0.000000,0.100000,0.150000,0.000000,0.000000,0.150000,0.050000,0.000000,0.050000,0.000000,0.050000,0.050000,0.000000,0.050000
Negative_F2166,0.068966,0.068966,0.034483,0.068966,0.034483,0.068966,0.000000,0.034483,0.241379,0.034483,0.034483,0.068966,0.068966,0.000000,0.034483,0.068966,0.000000,0.068966,0.000000,0.000000
Negative_F2386,0.126214,0.000000,0.087379,0.067961,0.077670,0.145631,0.029126,0.019417,0.058252,0.009709,0.029126,0.029126,0.048544,0.038835,0.077670,0.038835,0.019417,0.009709,0.029126,0.058252
Negative_F1937,0.063291,0.050633,0.025316,0.025316,0.037975,0.063291,0.075949,0.063291,0.075949,0.025316,0.000000,0.025316,0.050633,0.063291,0.075949,0.075949,0.063291,0.075949,0.012658,0.050633
Negative_F800,0.037037,0.148148,0.092593,0.074074,0.018519,0.018519,0.018519,0.018519,0.129630,0.055556,0.000000,0.074074,0.018519,0.074074,0.037037,0.037037,0.000000,0.037037,0.000000,0.111111
Negative_F1406,0.080000,0.000000,0.000000,0.040000,0.040000,0.200000,0.000000,0.040000,0.160000,0.160000,0.000000,0.040000,0.040000,0.000000,0.000000,0.000000,0.120000,0.040000,0.040000,0.000000
Negative_F299,0.233333,0.000000,0.033333,0.000000,0.000000,0.166667,0.000000,0.000000,0.266667,0.066667,0.066667,0.000000,0.033333,0.033333,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000
Negative_F1546,0.105769,0.096154,0.057692,0.028846,0.048077,0.096154,0.038462,0.048077,0.038462,0.009615,0.019231,0.038462,0.038462,0.028846,0.048077,0.076923,0.057692,0.057692,0.009615,0.057692
Negative_F1841,0.076923,0.153846,0.038462,0.019231,0.019231,0.076923,0.000000,0.076923,0.096154,0.019231,0.019231,0.057692,0.038462,0.019231,0.076923,0.076923,0.076923,0.038462,0.000000,0.019231
Negative_F2250,0.105263,0.000000,0.052632,0.000000,0.105263,0.052632,0.000000,0.157895,0.105263,0.105263,0.052632,0.000000,0.052632,0.000000,0.000000,0.105263,0.052632,0.052632,0.000000,0.000000
Negative_F537,0.050000,0.000000,0.025000,0.025000,0.025000,0.050000,0.075000,0.125000,0.075000,0.100000,0.025000,0.000000,0.025000,0.075000,0.150000,0.100000,0.050000,0.025000,0.000000,0.000000
Negative_F2069,0.076923,0.000000,0.000000,0.000000,0.230769,0.076923,0.000000,0.076923,0.076923,0.230769,0.000000,0.000000,0.000000,0.000000,0.000000,0.230769,0.000000,0.000000,0.000000,0.000000
Negative_F880,0.142857,0.000000,0.028571,0.028571,0.028571,0.114286,0.000000,0.142857,0.142857,0.000000,0.000000,0.028571,0.028571,0.057143,0.057143,0.000000,0.028571,0.142857,0.028571,0.000000
Negative_F69,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.153846,0.000000,0.384615,0.000000,0.153846,0.076923,0.000000,0.000000,0.076923,0.000000,0.076923,0.000000,0.000000
Negative_F2373,0.025641,0.000000,0.000000,0.076923,0.051282,0.000000,0.025641,0.025641,0.205128,0.128205,0.000000,0.051282,0.025641,0.128205,0.051282,0.025641,0.076923,0.025641,0.000000,0.076923
Negative_F302,0.206897,0.000000,0.068966,0.034483,0.034483,0.103448,0.000000,0.034483,0.206897,0.068966,0.068966,0.000000,0.034483,0.000000,0.000000,0.000000,0.068966,0.000000,0.068966,0.000000
Negative_F2322,0.148148,0.000000,0.018519,0.000000,0.055556,0.148148,0.055556,0.037037,0.037037,0.055556,0.018519,0.092593,0.000000,0.074074,0.000000,0.018519,0.111111,0.037037,0.018519,0.074074
Negative_F411,0.160000,0.000000,0.000000,0.000000,0.040000,0.040000,0.080000,0.040000,0.200000,0.240000,0.000000,0.000000,0.000000,0.080000,0.000000,0.040000,0.040000,0.000000,0.040000,0.000000
Negative_F1993,0.000000,0.062500,0.000000,0.000000,0.125000,0.062500,0.062500,0.000000,0.187500,0.187500,0.000000,0.062500,0.125000,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.062500
Negative_F835,0.000000,0.111111,0.000000,0.037037,0.074074,0.111111,0.074074,0.074074,0.037037,0.000000,0.037037,0.074074,0.000000,0.037037,0.000000,0.148148,0.074074,0.074074,0.037037,0.000000
Negative_F280,0.062500,0.000000,0.062500,0.000000,0.062500,0.187500,0.000000,0.125000,0.125000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.187500,0.000000,0.000000
Negative_F1334,0.050000,0.100000,0.000000,0.000000,0.050000,0.150000,0.000000,0.000000,0.050000,0.050000,0.000000,0.050000,0.150000,0.000000,0.050000,0.100000,0.050000,0.050000,0.050000,0.050000
Negative_F1354,0.064516,0.064516,0.032258,0.032258,0.032258,0.129032,0.000000,0.129032,0.161290,0.096774,0.000000,0.064516,0.000000,0.000000,0.032258,0.032258,0.064516,0.032258,0.032258,0.000000
Negative_F1478,0.053333,0.053333,0.026667,0.026667,0.040000,0.026667,0.026667,0.053333,0.146667,0.080000,0.013333,0.026667,0.053333,0.053333,0.053333,0.080000,0.093333,0.053333,0.013333,0.026667
Negative_F1541,0.101449,0.000000,0.028986,0.057971,0.028986,0.072464,0.000000,0.072464,0.275362,0.086957,0.043478,0.014493,0.000000,0.043478,0.014493,0.043478,0.014493,0.043478,0.014493,0.043478
Negative_F961,0.125000,0.150000,0.075000,0.000000,0.000000,0.075000,0.050000,0.000000,0.050000,0.125000,0.025000,0.075000,0.000000,0.000000,0.050000,0.075000,0.025000,0.075000,0.025000,0.000000
Negative_F1240,0.069767,0.116279,0.046512,0.000000,0.023256,0.116279,0.093023,0.023256,0.046512,0.023256,0.046512,0.000000,0.023256,0.000000,0.000000,0.162791,0.046512,0.000000,0.046512,0.116279
Negative_F2221,0.052632,0.210526,0.026316,0.000000,0.000000,0.105263,0.000000,0.078947,0.026316,0.000000,0.000000,0.000000,0.052632,0.052632,0.078947,0.210526,0.000000,0.000000,0.026316,0.078947
Negative_F133,0.052632,0.000000,0.000000,0.000000,0.052632,0.210526,0.000000,0.105263,0.052632,0.052632,0.105263,0.000000,0.000000,0.105263,0.000000,0.157895,0.052632,0.000000,0.052632,0.000000
Negative_F1877,0.078947,0.078947,0.052632,0.052632,0.026316,0.105263,0.039474,0.078947,0.171053,0.039474,0.026316,0.039474,0.026316,0.026316,0.026316,0.026316,0.013158,0.065789,0.013158,0.013158
Negative_F1235,0.021739,0.130435,0.065217,0.021739,0.000000,0.108696,0.021739,0.021739,0.043478,0.021739,0.000000,0.043478,0.130435,0.043478,0.130435,0.065217,0.021739,0.043478,0.043478,0.021739
Negative_F614,0.173913,0.000000,0.000000,0.000000,0.000000,0.173913,0.043478,0.043478,0.217391,0.130435,0.000000,0.000000,0.000000,0.043478,0.043478,0.043478,0.000000,0.000000,0.086957,0.000000
Negative_F950,0.192308,0.000000,0.000000,0.000000,0.038462,0.153846,0.076923,0.038462,0.038462,0.076923,0.000000,0.076923,0.000000,0.000000,0.038462,0.038462,0.038462,0.115385,0.076923,0.000000
Negative_F298,0.136364,0.000000,0.022727,0.068182,0.000000,0.045455,0.000000,0.045455,0.181818,0.090909,0.000000,0.090909,0.045455,0.000000,0.000000,0.068182,0.068182,0.068182,0.068182,0.000000
Negative_F425,0.160000,0.000000,0.080000,0.000000,0.000000,0.120000,0.040000,0.080000,0.160000,0.120000,0.040000,0.040000,0.000000,0.000000,0.000000,0.040000,0.000000,0.120000,0.000000,0.000000
Negative_F927,0.000000,0.147059,0.029412,0.000000,0.029412,0.147059,0.029412,0.117647,0.088235,0.029412,0.000000,0.029412,0.058824,0.029412,0.088235,0.029412,0.058824,0.029412,0.000000,0.058824
Negative_F1319,0.117647,0.117647,0.058824,0.000000,0.176471,0.176471,0.000000,0.000000,0.176471,0.058824,0.000000,0.000000,0.058824,0.000000,0.058824,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F1238,0.032787,0.000000,0.000000,0.000000,0.000000,0.377049,0.000000,0.016393,0.163934,0.000000,0.016393,0.000000,0.016393,0.016393,0.065574,0.262295,0.032787,0.000000,0.000000,0.000000
Negative_F1843,0.055556,0.222222,0.055556,0.055556,0.055556,0.055556,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.055556,0.000000,0.111111,0.000000
Negative_F1532,0.050000,0.025000,0.050000,0.075000,0.025000,0.050000,0.025000,0.062500,0.037500,0.062500,0.000000,0.025000,0.050000,0.037500,0.112500,0.075000,0.062500,0.087500,0.050000,0.037500
Negative_F2269,0.142857,0.000000,0.071429,0.000000,0.000000,0.071429,0.000000,0.000000,0.178571,0.142857,0.035714,0.107143,0.000000,0.035714,0.000000,0.000000,0.035714,0.142857,0.035714,0.000000
Negative_F2313,0.128205,0.000000,0.025641,0.051282,0.025641,0.128205,0.000000,0.153846,0.179487,0.000000,0.000000,0.025641,0.025641,0.000000,0.051282,0.025641,0.051282,0.076923,0.025641,0.025641
Negative_F1345,0.107143,0.071429,0.107143,0.000000,0.071429,0.035714,0.000000,0.071429,0.178571,0.142857,0.000000,0.071429,0.000000,0.035714,0.000000,0.000000,0.071429,0.035714,0.000000,0.000000
Negative_F1990,0.036585,0.158537,0.048780,0.060976,0.048780,0.073171,0.048780,0.048780,0.024390,0.085366,0.000000,0.012195,0.219512,0.012195,0.012195,0.073171,0.024390,0.000000,0.000000,0.012195
Negative_F2267,0.000000,0.000000,0.000000,0.000000,0.200000,0.050000,0.050000,0.000000,0.100000,0.200000,0.000000,0.050000,0.100000,0.000000,0.050000,0.050000,0.050000,0.050000,0.050000,0.000000
Negative_F1336,0.117647,0.117647,0.000000,0.000000,0.058824,0.058824,0.000000,0.000000,0.117647,0.058824,0.000000,0.058824,0.117647,0.000000,0.058824,0.058824,0.058824,0.000000,0.058824,0.058824
Negative_F1273,0.000000,0.000000,0.000000,0.000000,0.083333,0.083333,0.000000,0.083333,0.250000,0.111111,0.000000,0.083333,0.083333,0.000000,0.138889,0.027778,0.000000,0.055556,0.000000,0.000000
Negative_F300,0.166667,0.000000,0.033333,0.033333,0.000000,0.133333,0.000000,0.033333,0.233333,0.100000,0.000000,0.000000,0.033333,0.066667,0.000000,0.000000,0.033333,0.033333,0.100000,0.000000
Negative_F1895,0.000000,0.054054,0.000000,0.000000,0.000000,0.135135,0.000000,0.027027,0.054054,0.054054,0.027027,0.054054,0.108108,0.027027,0.216216,0.081081,0.027027,0.054054,0.027027,0.054054
Negative_F1352,0.062500,0.125000,0.000000,0.000000,0.000000,0.062500,0.062500,0.062500,0.000000,0.000000,0.000000,0.062500,0.062500,0.062500,0.062500,0.062500,0.187500,0.062500,0.062500,0.000000
Negative_F2284,0.091667,0.008333,0.033333,0.016667,0.075000,0.133333,0.033333,0.016667,0.008333,0.083333,0.008333,0.050000,0.100000,0.058333,0.066667,0.075000,0.025000,0.041667,0.025000,0.050000
Negative_F2088,0.067961,0.000000,0.029126,0.038835,0.019417,0.165049,0.019417,0.058252,0.106796,0.077670,0.019417,0.019417,0.009709,0.019417,0.135922,0.019417,0.067961,0.087379,0.000000,0.038835
Negative_F983,0.000000,0.000000,0.000000,0.000000,0.000000,0.590909,0.000000,0.000000,0.000000,0.363636,0.000000,0.000000,0.045455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F2335,0.000000,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.083333,0.250000,0.250000,0.083333,0.000000,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.166667,0.000000
Negative_F430,0.026316,0.157895,0.000000,0.000000,0.026316,0.157895,0.052632,0.026316,0.000000,0.078947,0.000000,0.026316,0.026316,0.026316,0.131579,0.105263,0.052632,0.000000,0.026316,0.078947
Negative_F378,0.000000,0.000000,0.000000,0.086957,0.000000,0.086957,0.086957,0.130435,0.130435,0.130435,0.000000,0.086957,0.000000,0.043478,0.000000,0.043478,0.043478,0.130435,0.000000,0.000000
Negative_F2348,0.062500,0.000000,0.000000,0.000000,0.125000,0.062500,0.000000,0.250000,0.187500,0.000000,0.000000,0.000000,0.000000,0.000000,0.125000,0.062500,0.000000,0.062500,0.062500,0.000000
Negative_F687,0.000000,0.086957,0.000000,0.000000,0.000000,0.086957,0.000000,0.043478,0.217391,0.173913,0.000000,0.000000,0.000000,0.043478,0.000000,0.043478,0.086957,0.217391,0.000000,0.000000
Negative_F920,0.130435,0.043478,0.043478,0.000000,0.043478,0.173913,0.000000,0.000000,0.130435,0.086957,0.000000,0.000000,0.000000,0.000000,0.043478,0.086957,0.000000,0.130435,0.000000,0.086957
Negative_F1098,0.043478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086957,0.000000,0.043478,0.000000,0.000000,0.347826,0.086957,0.130435,0.000000,0.086957,0.000000,0.000000,0.173913
Negative_F1242,0.000000,0.000000,0.000000,0.076923,0.153846,0.076923,0.000000,0.000000,0.076923,0.076923,0.000000,0.076923,0.153846,0.076923,0.000000,0.230769,0.000000,0.000000,0.000000,0.000000
Negative_F460,0.071429,0.071429,0.071429,0.000000,0.000000,0.107143,0.000000,0.107143,0.178571,0.107143,0.035714,0.035714,0.000000,0.000000,0.000000,0.000000,0.142857,0.071429,0.000000,0.000000
Negative_F1561,0.071429,0.071429,0.053571,0.035714,0.017857,0.017857,0.053571,0.053571,0.053571,0.142857,0.000000,0.017857,0.089286,0.107143,0.053571,0.053571,0.035714,0.053571,0.000000,0.017857
Negative_F484,0.150000,0.100000,0.000000,0.000000,0.150000,0.000000,0.000000,0.000000,0.150000,0.300000,0.000000,0.000000,0.050000,0.000000,0.000000,0.050000,0.000000,0.050000,0.000000,0.000000
Negative_F627,0.034483,0.000000,0.000000,0.275862,0.068966,0.103448,0.000000,0.000000,0.068966,0.034483,0.068966,0.000000,0.137931,0.000000,0.034483,0.103448,0.000000,0.000000,0.000000,0.068966
Negative_F71,0.000000,0.000000,0.000000,0.000000,0.153846,0.153846,0.000000,0.230769,0.000000,0.153846,0.000000,0.076923,0.076923,0.000000,0.076923,0.000000,0.000000,0.076923,0.000000,0.000000
Negative_F48,0.111111,0.000000,0.000000,0.037037,0.074074,0.148148,0.000000,0.074074,0.148148,0.148148,0.000000,0.000000,0.000000,0.037037,0.000000,0.074074,0.074074,0.037037,0.000000,0.037037
Negative_F278,0.243243,0.000000,0.027027,0.054054,0.027027,0.027027,0.000000,0.081081,0.027027,0.000000,0.000000,0.027027,0.054054,0.000000,0.108108,0.081081,0.081081,0.135135,0.027027,0.000000
Negative_F1400,0.037037,0.000000,0.000000,0.000000,0.037037,0.148148,0.037037,0.074074,0.111111,0.222222,0.000000,0.000000,0.111111,0.074074,0.037037,0.037037,0.000000,0.074074,0.000000,0.000000
Negative_F2431,0.000000,0.333333,0.000000,0.000000,0.111111,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.111111,0.000000,0.000000
Negative_F1826,0.093750,0.187500,0.000000,0.000000,0.031250,0.062500,0.062500,0.062500,0.093750,0.062500,0.000000,0.062500,0.000000,0.062500,0.062500,0.093750,0.031250,0.000000,0.000000,0.031250
Negative_F1310,0.000000,0.095238,0.000000,0.047619,0.047619,0.238095,0.000000,0.095238,0.142857,0.142857,0.047619,0.000000,0.000000,0.000000,0.000000,0.047619,0.047619,0.047619,0.000000,0.000000
Negative_F2000,0.083333,0.083333,0.000000,0.000000,0.083333,0.000000,0.000000,0.000000,0.250000,0.166667,0.083333,0.083333,0.000000,0.000000,0.083333,0.083333,0.000000,0.000000,0.000000,0.000000
Negative_F81,0.071429,0.000000,0.000000,0.000000,0.071429,0.071429,0.000000,0.142857,0.142857,0.214286,0.071429,0.142857,0.000000,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000
Negative_F2332,0.000000,0.060606,0.030303,0.000000,0.030303,0.212121,0.000000,0.030303,0.151515,0.151515,0.000000,0.030303,0.000000,0.030303,0.000000,0.121212,0.000000,0.151515,0.000000,0.000000
Negative_F293,0.029412,0.000000,0.058824,0.058824,0.058824,0.117647,0.000000,0.147059,0.088235,0.088235,0.000000,0.000000,0.000000,0.058824,0.264706,0.029412,0.000000,0.000000,0.000000,0.000000
Negative_F915,0.052632,0.078947,0.026316,0.026316,0.000000,0.157895,0.052632,0.052632,0.078947,0.157895,0.000000,0.026316,0.026316,0.026316,0.026316,0.131579,0.000000,0.052632,0.000000,0.026316
Negative_F2403,0.142857,0.171429,0.028571,0.028571,0.000000,0.114286,0.000000,0.028571,0.114286,0.085714,0.057143,0.028571,0.028571,0.057143,0.000000,0.028571,0.057143,0.028571,0.000000,0.000000
Negative_F1500,0.105263,0.105263,0.000000,0.000000,0.157895,0.052632,0.000000,0.105263,0.157895,0.105263,0.000000,0.000000,0.052632,0.000000,0.000000,0.000000,0.157895,0.000000,0.000000,0.000000
Negative_F122,0.000000,0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.222222,0.000000,0.000000
Negative_F787,0.000000,0.176471,0.000000,0.088235,0.029412,0.088235,0.029412,0.088235,0.117647,0.000000,0.000000,0.000000,0.088235,0.000000,0.088235,0.029412,0.029412,0.058824,0.029412,0.058824
Negative_F1343,0.000000,0.000000,0.000000,0.000000,0.000000,0.166667,0.083333,0.166667,0.083333,0.166667,0.083333,0.000000,0.000000,0.000000,0.083333,0.083333,0.000000,0.000000,0.083333,0.000000
Negative_F1948,0.045455,0.121212,0.045455,0.045455,0.015152,0.121212,0.015152,0.045455,0.030303,0.015152,0.000000,0.015152,0.136364,0.030303,0.106061,0.060606,0.060606,0.075758,0.000000,0.015152
Negative_F1284,0.032258,0.193548,0.000000,0.032258,0.032258,0.096774,0.000000,0.129032,0.064516,0.000000,0.000000,0.064516,0.064516,0.000000,0.000000,0.161290,0.000000,0.096774,0.000000,0.032258
Negative_F1214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.071429,0.357143,0.000000,0.357143,0.000000,0.000000,0.000000,0.000000,0.142857
Negative_F1851,0.000000,0.000000,0.075000,0.175000,0.025000,0.025000,0.000000,0.025000,0.250000,0.050000,0.000000,0.025000,0.075000,0.050000,0.000000,0.075000,0.075000,0.075000,0.000000,0.000000
Negative_F1556,0.000000,0.139535,0.116279,0.116279,0.023256,0.023256,0.000000,0.069767,0.116279,0.069767,0.023256,0.000000,0.023256,0.023256,0.116279,0.046512,0.046512,0.000000,0.000000,0.046512
Negative_F18,0.062500,0.000000,0.062500,0.000000,0.062500,0.187500,0.000000,0.187500,0.125000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062500,0.000000,0.125000,0.000000,0.000000
Negative_F1684,0.000000,0.046512,0.232558,0.046512,0.000000,0.069767,0.046512,0.046512,0.093023,0.046512,0.023256,0.023256,0.023256,0.139535,0.046512,0.046512,0.023256,0.023256,0.023256,0.000000
Negative_F1623,0.078431,0.019608,0.039216,0.058824,0.039216,0.078431,0.019608,0.068627,0.058824,0.058824,0.029412,0.049020,0.039216,0.049020,0.029412,0.078431,0.068627,0.078431,0.019608,0.039216
Negative_F1126,0.019231,0.115385,0.038462,0.038462,0.057692,0.038462,0.019231,0.038462,0.153846,0.038462,0.000000,0.057692,0.038462,0.000000,0.057692,0.057692,0.115385,0.076923,0.019231,0.019231
Negative_F923,0.054054,0.162162,0.000000,0.054054,0.027027,0.108108,0.000000,0.027027,0.189189,0.081081,0.000000,0.054054,0.000000,0.000000,0.081081,0.027027,0.027027,0.054054,0.000000,0.054054
Negative_F1809,0.086957,0.000000,0.000000,0.043478,0.130435,0.217391,0.043478,0.043478,0.173913,0.086957,0.043478,0.000000,0.000000,0.000000,0.000000,0.086957,0.000000,0.043478,0.000000,0.000000
Negative_F1735,0.193548,0.129032,0.032258,0.032258,0.000000,0.032258,0.000000,0.000000,0.000000,0.129032,0.000000,0.032258,0.000000,0.000000,0.000000,0.129032,0.129032,0.096774,0.064516,0.000000
Negative_F2419,0.153846,0.000000,0.051282,0.051282,0.025641,0.102564,0.000000,0.128205,0.051282,0.051282,0.000000,0.051282,0.000000,0.076923,0.102564,0.000000,0.102564,0.025641,0.025641,0.000000
Negative_F327,0.153846,0.000000,0.000000,0.000000,0.230769,0.076923,0.000000,0.153846,0.076923,0.153846,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.000000,0.000000,0.000000,0.000000
Negative_F1123,0.000000,0.157895,0.052632,0.000000,0.105263,0.105263,0.000000,0.000000,0.052632,0.052632,0.000000,0.052632,0.052632,0.052632,0.052632,0.105263,0.105263,0.052632,0.000000,0.000000
Negative_F361,0.000000,0.000000,0.000000,0.076923,0.076923,0.076923,0.076923,0.000000,0.076923,0.000000,0.076923,0.000000,0.076923,0.000000,0.076923,0.153846,0.000000,0.076923,0.076923,0.076923
Negative_F1189,0.142857,0.000000,0.071429,0.000000,0.000000,0.000000,0.071429,0.071429,0.071429,0.214286,0.000000,0.000000,0.000000,0.071429,0.000000,0.071429,0.071429,0.142857,0.000000,0.000000
Negative_F437,0.055556,0.000000,0.055556,0.000000,0.111111,0.055556,0.000000,0.055556,0.111111,0.055556,0.111111,0.111111,0.000000,0.055556,0.055556,0.111111,0.000000,0.055556,0.000000,0.000000
Negative_F1562,0.061404,0.052632,0.035088,0.052632,0.008772,0.052632,0.070175,0.043860,0.078947,0.052632,0.017544,0.026316,0.026316,0.035088,0.140351,0.114035,0.061404,0.061404,0.008772,0.000000
Negative_F1432,0.086957,0.086957,0.032609,0.010870,0.021739,0.065217,0.000000,0.043478,0.043478,0.043478,0.032609,0.065217,0.043478,0.000000,0.054348,0.239130,0.043478,0.076087,0.000000,0.010870
Negative_F2051,0.074074,0.000000,0.074074,0.000000,0.074074,0.111111,0.000000,0.074074,0.111111,0.111111,0.000000,0.037037,0.037037,0.000000,0.000000,0.222222,0.000000,0.037037,0.037037,0.000000
Negative_F434,0.227273,0.000000,0.090909,0.045455,0.045455,0.045455,0.045455,0.136364,0.136364,0.090909,0.000000,0.000000,0.000000,0.090909,0.000000,0.000000,0.000000,0.045455,0.000000,0.000000
Negative_F814,0.066667,0.000000,0.033333,0.000000,0.066667,0.166667,0.033333,0.100000,0.066667,0.033333,0.000000,0.066667,0.000000,0.000000,0.100000,0.100000,0.000000,0.133333,0.000000,0.033333
Negative_F511,0.054054,0.054054,0.027027,0.027027,0.027027,0.162162,0.000000,0.081081,0.189189,0.162162,0.054054,0.027027,0.000000,0.000000,0.000000,0.081081,0.000000,0.054054,0.000000,0.000000
Negative_F418,0.024390,0.146341,0.024390,0.000000,0.024390,0.146341,0.024390,0.073171,0.121951,0.048780,0.000000,0.000000,0.121951,0.024390,0.048780,0.024390,0.073171,0.048780,0.000000,0.024390
Negative_F917,0.000000,0.133333,0.000000,0.000000,0.000000,0.066667,0.000000,0.066667,0.066667,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.133333,0.066667,0.133333,0.000000,0.133333
Negative_F251,0.030303,0.181818,0.000000,0.030303,0.060606,0.151515,0.030303,0.030303,0.000000,0.060606,0.000000,0.030303,0.000000,0.000000,0.151515,0.090909,0.090909,0.060606,0.000000,0.000000
