ID,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Negative_F2350,157.000000,-1.913298,6.392818,0.050955,0.050955,0.025478,0.070064,0.038217,-0.025478,0.420382,0.101911,1.308599
Negative_F2351,147.000000,2.583351,8.314375,0.027211,0.068027,0.061224,0.068027,0.006803,-0.361224,0.238095,0.047619,1.490476
Negative_F2396,24.000000,5.495843,10.202654,0.125000,0.125000,0.000000,0.000000,0.000000,-0.529167,0.375000,0.250000,1.896667
Negative_F8,43.000000,8.554721,11.999968,0.000000,0.209302,0.000000,0.000000,0.000000,-0.723256,0.302326,0.162791,2.001860
Negative_F10,37.000000,1.557535,10.667342,0.027027,0.108108,0.000000,0.027027,0.054054,0.018919,0.513514,0.054054,1.462432
Negative_F29,21.000000,4.552366,11.999968,0.095238,0.142857,0.000000,0.000000,0.000000,-0.885714,0.285714,0.142857,2.846667
Negative_F31,26.000000,5.539914,10.398315,0.230769,0.000000,0.000000,0.000000,0.000000,-0.423077,0.461538,0.153846,0.815000
Negative_F32,38.000000,3.481526,8.983234,0.026316,0.105263,0.052632,0.026316,0.000000,-0.042105,0.289474,0.078947,1.550789
Negative_F39,42.000000,5.103577,9.564804,0.023810,0.119048,0.000000,0.000000,0.000000,0.121429,0.261905,0.047619,1.187143
Negative_F53,24.000000,3.500904,9.850656,0.125000,0.041667,0.000000,0.000000,0.000000,1.104167,0.541667,0.083333,-0.369583
Negative_F56,33.000000,2.498870,9.307704,0.121212,0.000000,0.000000,0.030303,0.000000,0.548485,0.424242,0.030303,0.028485
Negative_F76,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.900000,0.692308,0.153846,-2.248462
Negative_F86,32.000000,1.535943,8.822063,0.125000,0.000000,0.031250,0.062500,0.000000,0.159375,0.343750,0.062500,0.349062
Negative_F94,36.000000,7.537119,10.535117,0.250000,0.027778,0.000000,0.000000,0.055556,-0.041667,0.416667,0.027778,0.539167
Negative_F106,84.000000,-1.537117,6.571690,0.095238,0.047619,0.071429,0.035714,0.119048,-1.092857,0.297619,0.071429,2.508333
Negative_F115,32.000000,0.125944,7.544831,0.125000,0.031250,0.000000,0.062500,0.062500,-0.337500,0.281250,0.125000,1.540000
Negative_F193,25.000000,3.546046,10.176866,0.200000,0.000000,0.000000,0.000000,0.040000,-0.116000,0.400000,0.040000,0.333600
Negative_F205,22.000000,0.550119,8.431256,0.181818,0.000000,0.000000,0.045455,0.090909,-0.104545,0.409091,0.045455,0.823636
Negative_F213,40.000000,6.401431,9.613928,0.100000,0.100000,0.000000,0.000000,0.025000,0.132500,0.300000,0.075000,1.474750
Negative_F241,36.000000,3.476144,8.940750,0.083333,0.027778,0.055556,0.000000,0.000000,0.211111,0.305556,0.166667,0.295000
Negative_F252,32.000000,1.246158,9.700058,0.093750,0.000000,0.000000,0.031250,0.000000,0.384375,0.406250,0.062500,0.148438
Negative_F255,19.000000,0.555369,8.747731,0.052632,0.052632,0.000000,0.052632,0.000000,0.957895,0.526316,0.052632,-0.244211
Negative_F259,17.000000,1.552863,9.994292,0.117647,0.058824,0.000000,0.058824,0.000000,0.900000,0.588235,0.058824,0.374706
Negative_F260,17.000000,1.552863,9.994292,0.117647,0.058824,0.000000,0.058824,0.000000,0.882353,0.529412,0.000000,0.308824
Negative_F262,17.000000,1.589068,10.002802,0.117647,0.000000,0.058824,0.000000,0.000000,0.900000,0.529412,0.058824,-0.310588
Negative_F267,34.000000,8.078618,9.578148,0.058824,0.205882,0.029412,0.000000,0.000000,-0.344118,0.294118,0.117647,2.834118
Negative_F270,25.000000,4.698872,11.999968,0.080000,0.120000,0.160000,0.000000,0.000000,-0.000000,0.480000,0.120000,1.100000
Negative_F274,18.000000,2.591498,11.711343,0.000000,0.166667,0.055556,0.000000,0.000000,-1.427778,0.222222,0.055556,2.926667
Negative_F289,15.000000,1.518957,9.977981,0.066667,0.200000,0.000000,0.133333,0.000000,-2.073333,0.200000,0.066667,4.542667
Negative_F290,16.000000,1.518957,9.977981,0.062500,0.187500,0.000000,0.125000,0.000000,-1.618750,0.312500,0.125000,3.805625
Negative_F296,37.000000,2.554487,10.237338,0.081081,0.162162,0.000000,0.081081,0.081081,-0.724324,0.324324,0.081081,3.255676
Negative_F318,13.000000,1.245712,9.700058,0.153846,0.000000,0.000000,0.000000,0.000000,-0.430769,0.307692,0.153846,1.146154
Negative_F326,33.000000,3.496365,9.595362,0.151515,0.000000,0.000000,0.030303,0.000000,-0.030303,0.363636,0.000000,0.782424
Negative_F329,55.000000,4.470787,8.911223,0.054545,0.072727,0.036364,0.036364,0.000000,-0.325455,0.254545,0.109091,1.890727
Negative_F332,71.000000,1.394060,9.515614,0.056338,0.070423,0.056338,0.070423,0.028169,-1.319718,0.239437,0.070423,2.972254
Negative_F347,14.000000,3.547430,10.477740,0.285714,0.000000,0.000000,0.000000,0.000000,0.328571,0.500000,0.285714,-0.454286
Negative_F349,20.000000,0.591574,8.757208,0.050000,0.000000,0.050000,0.000000,0.000000,1.005000,0.500000,0.050000,-0.999500
Negative_F362,12.000000,3.508346,11.526383,0.000000,0.333333,0.000000,0.000000,0.000000,0.941667,0.500000,0.083333,2.535000
Negative_F368,29.000000,4.531160,9.788896,0.206897,0.000000,0.034483,0.000000,0.034483,-0.072414,0.344828,0.103448,0.455172
Negative_F369,17.000000,3.500904,9.850656,0.176471,0.058824,0.000000,0.000000,0.000000,1.005882,0.470588,0.117647,0.121765
Negative_F373,24.000000,3.498424,9.701283,0.166667,0.000000,0.000000,0.000000,0.000000,1.254167,0.583333,0.125000,-1.115000
Negative_F377,24.000000,1.624310,9.703282,0.125000,0.000000,0.083333,0.000000,0.041667,-0.141667,0.416667,0.041667,0.920000
Negative_F396,17.000000,1.552442,10.002737,0.117647,0.000000,0.000000,0.000000,0.000000,1.035294,0.529412,0.000000,-1.164706
Negative_F397,23.000000,3.582672,10.176866,0.217391,0.000000,0.043478,0.000000,0.043478,-0.013043,0.347826,0.000000,0.029130
Negative_F403,21.000000,2.500929,9.390159,0.142857,0.000000,0.000000,0.000000,0.000000,1.214286,0.428571,0.000000,-1.170000
Negative_F452,47.000000,0.431510,7.719440,0.063830,0.106383,0.042553,0.106383,0.042553,-0.923404,0.191489,0.085106,3.397021
Negative_F467,34.000000,4.493413,9.788896,0.147059,0.000000,0.000000,0.000000,0.000000,0.164706,0.470588,0.088235,0.352059
Negative_F469,26.000000,6.553819,10.227538,0.307692,0.076923,0.076923,0.076923,0.038462,-0.923077,0.346154,0.000000,2.870769
Negative_F470,31.000000,2.195741,9.302030,0.129032,0.032258,0.000000,0.032258,0.032258,0.158065,0.387097,0.064516,0.639355
Negative_F481,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.653846,0.615385,0.076923,-1.563846
Negative_F490,29.000000,6.547330,11.999968,0.103448,0.137931,0.000000,0.000000,0.000000,0.162069,0.551724,0.103448,1.312759
Negative_F496,43.000000,3.491353,9.448825,0.116279,0.000000,0.000000,0.023256,0.000000,-0.253488,0.372093,0.093023,0.740000
Negative_F502,26.000000,1.550383,9.703024,0.115385,0.000000,0.000000,0.038462,0.000000,0.834615,0.500000,0.000000,-0.763846
Negative_F509,46.000000,5.489005,9.761561,0.195652,0.021739,0.000000,0.043478,0.043478,-0.091304,0.347826,0.043478,1.001304
Negative_F524,23.000000,2.442099,9.105208,0.086957,0.043478,0.000000,0.000000,0.000000,0.400000,0.347826,0.130435,0.445652
Negative_F528,43.000000,15.506308,11.816426,0.209302,0.186047,0.000000,0.000000,0.023256,-1.295349,0.302326,0.116279,3.340233
Negative_F534,28.000000,2.496811,9.243171,0.178571,0.000000,0.000000,0.071429,0.000000,0.525000,0.428571,0.000000,0.229286
Negative_F539,37.000000,9.613462,11.739193,0.135135,0.162162,0.054054,0.027027,0.000000,-1.032432,0.405405,0.162162,3.034324
Negative_F540,30.000000,7.578970,11.763691,0.166667,0.100000,0.033333,0.000000,0.000000,-0.180000,0.466667,0.133333,1.040333
Negative_F542,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.823077,0.615385,0.076923,-2.334615
Negative_F543,13.000000,-0.444606,5.835682,0.076923,0.000000,0.000000,0.076923,0.000000,1.176923,0.538462,0.076923,-0.436923
Negative_F581,42.000000,1.700905,9.965088,0.023810,0.119048,0.023810,0.047619,0.047619,-0.583333,0.333333,0.095238,1.985476
Negative_F593,82.000000,4.865869,9.483058,0.109756,0.000000,0.012195,0.000000,0.048780,0.389024,0.500000,0.085366,-0.237805
Negative_F599,37.000000,6.536891,10.297164,0.243243,0.027027,0.000000,0.054054,0.027027,-0.462162,0.378378,0.135135,1.586757
Negative_F622,62.000000,2.508848,8.994645,0.064516,0.032258,0.016129,0.000000,0.048387,-0.177419,0.387097,0.112903,0.690323
Negative_F640,31.000000,2.495426,9.190049,0.193548,0.000000,0.000000,0.064516,0.032258,0.322581,0.419355,0.000000,0.156452
Negative_F650,47.000000,3.127407,9.071105,0.106383,0.000000,0.021277,0.021277,0.000000,-0.029787,0.340426,0.106383,0.442766
Negative_F652,43.000000,2.091227,8.796340,0.116279,0.000000,0.000000,0.046512,0.000000,-0.188372,0.325581,0.116279,0.504186
Negative_F657,37.000000,-0.815887,6.425784,0.108108,0.000000,0.027027,0.054054,0.054054,-0.535135,0.324324,0.108108,1.507568
Negative_F659,37.000000,2.556791,8.868996,0.081081,0.000000,0.081081,0.000000,0.000000,-0.278378,0.297297,0.135135,0.979189
Negative_F661,44.000000,0.587616,8.070491,0.045455,0.022727,0.022727,0.000000,0.045455,-0.150000,0.409091,0.113636,0.765455
Negative_F674,34.000000,2.535497,9.307897,0.117647,0.000000,0.029412,0.029412,0.000000,0.805882,0.500000,0.117647,-0.536176
Negative_F677,21.000000,2.549936,10.302064,0.142857,0.000000,0.000000,0.000000,0.000000,1.042857,0.571429,0.047619,-1.190476
Negative_F709,70.000000,2.541228,9.603227,0.071429,0.014286,0.000000,0.042857,0.000000,0.937143,0.585714,0.071429,-0.276286
Negative_F734,25.000000,-1.441684,5.980167,0.000000,0.000000,0.080000,0.000000,0.040000,0.452000,0.320000,0.120000,0.484800
Negative_F781,17.000000,1.554922,11.000837,0.058824,0.058824,0.000000,0.000000,0.000000,1.000000,0.529412,0.000000,-0.613529
Negative_F796,26.000000,1.584057,9.528379,0.076923,0.000000,0.038462,0.000000,0.000000,0.523077,0.653846,0.153846,-0.610000
Negative_F797,65.000000,8.348505,9.529539,0.000000,0.169231,0.015385,0.000000,0.030769,-0.721538,0.184615,0.046154,2.898000
Negative_F799,38.000000,4.578082,10.122262,0.157895,0.026316,0.026316,0.026316,0.026316,-0.205263,0.447368,0.078947,0.872105
Negative_F806,60.000000,3.543540,10.000932,0.083333,0.000000,0.000000,0.000000,0.016667,1.058333,0.550000,0.033333,-0.784833
Negative_F808,59.000000,0.535943,8.031036,0.050847,0.000000,0.016949,0.033898,0.000000,0.777966,0.457627,0.050847,-0.819831
Negative_F821,53.000000,3.642889,9.594394,0.075472,0.037736,0.018868,0.018868,0.018868,-0.375472,0.377358,0.056604,1.162075
Negative_F827,36.000000,-2.843892,4.050028,0.000000,0.000000,0.000000,0.055556,0.000000,0.563889,0.361111,0.027778,0.310278
Negative_F833,42.000000,3.601208,9.448374,0.095238,0.023810,0.071429,0.023810,0.000000,-0.585714,0.357143,0.142857,1.125476
Negative_F837,27.000000,1.550125,8.658249,0.111111,0.000000,0.074074,0.037037,0.000000,-0.011111,0.296296,0.111111,1.203704
Negative_F846,93.000000,5.680029,9.846659,0.075269,0.086022,0.010753,0.043011,0.053763,-0.911828,0.290323,0.129032,2.340753
Negative_F856,77.000000,-2.408497,4.658717,0.012987,0.012987,0.012987,0.038961,0.012987,0.081818,0.337662,0.064935,0.696623
Negative_F857,60.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,0.836667,0.433333,0.000000,-0.792667
Negative_F862,16.000000,0.589515,8.598358,0.125000,0.000000,0.062500,0.062500,0.000000,0.931250,0.562500,0.062500,-0.577500
Negative_F867,21.000000,0.628200,8.764171,0.047619,0.000000,0.095238,0.000000,0.000000,1.047619,0.476190,0.047619,-1.269048
Negative_F882,16.000000,-0.443932,6.001425,0.062500,0.000000,0.000000,0.000000,0.062500,1.300000,0.562500,0.000000,-1.075000
Negative_F933,47.000000,5.405692,9.485185,0.000000,0.148936,0.000000,0.021277,0.000000,-0.289362,0.297872,0.127660,1.928723
Negative_F952,55.000000,0.560838,8.127932,0.000000,0.145455,0.018182,0.036364,0.090909,-1.678182,0.181818,0.109091,3.674727
Negative_F963,43.000000,6.563466,9.694256,0.069767,0.116279,0.069767,0.023256,0.000000,-0.288372,0.302326,0.069767,2.075349
Negative_F973,36.000000,7.425579,9.544431,0.194444,0.055556,0.027778,0.000000,0.027778,-0.608333,0.222222,0.055556,1.677222
Negative_F979,17.000000,-0.443957,6.001368,0.000000,0.058824,0.000000,0.000000,0.058824,0.482353,0.470588,0.117647,-0.254706
Negative_F982,25.000000,0.586071,8.438734,0.160000,0.000000,0.040000,0.080000,0.040000,0.376000,0.480000,0.000000,0.320800
Negative_F986,29.000000,1.805804,9.527476,0.137931,0.034483,0.241379,0.068966,0.034483,-1.486207,0.206897,0.034483,2.853448
Negative_F995,46.000000,4.491511,9.627983,0.173913,0.021739,0.000000,0.043478,0.043478,0.147826,0.391304,0.065217,0.661087
Negative_F998,24.000000,3.500904,9.850656,0.125000,0.041667,0.000000,0.000000,0.000000,1.262500,0.583333,0.083333,-0.585833
Negative_F1000,30.000000,3.493595,9.448889,0.233333,0.000000,0.000000,0.033333,0.066667,0.013333,0.433333,0.000000,0.796333
Negative_F1003,33.000000,2.496811,9.243171,0.151515,0.000000,0.000000,0.060606,0.000000,0.384848,0.424242,0.060606,0.513939
Negative_F1016,20.000000,0.591574,8.757208,0.050000,0.000000,0.050000,0.000000,0.000000,1.415000,0.700000,0.100000,-1.307500
Negative_F1021,23.000000,1.587009,9.703153,0.130435,0.000000,0.043478,0.043478,0.000000,0.630435,0.521739,0.043478,-0.286522
Negative_F1037,52.000000,4.528772,9.695803,0.076923,0.076923,0.019231,0.057692,0.000000,-0.886538,0.307692,0.134615,2.608077
Negative_F1052,64.000000,4.467324,9.058469,0.062500,0.078125,0.031250,0.015625,0.046875,-0.785938,0.281250,0.125000,2.244844
Negative_F1053,53.000000,4.467374,9.058920,0.113208,0.056604,0.037736,0.018868,0.056604,0.024528,0.396226,0.132075,1.139623
Negative_F1054,40.000000,4.523445,9.126870,0.125000,0.075000,0.050000,0.050000,0.025000,-0.457500,0.250000,0.050000,2.302250
Negative_F1074,81.000000,-3.477356,5.183909,0.074074,0.037037,0.024691,0.086420,0.061728,0.091358,0.419753,0.061728,1.134691
Negative_F1082,55.000000,0.411094,7.766446,0.018182,0.036364,0.018182,0.036364,0.000000,0.423636,0.418182,0.090909,0.400182
Negative_F1090,86.000000,-5.090539,6.028537,0.093023,0.058140,0.116279,0.116279,0.093023,-1.069767,0.325581,0.046512,2.832093
Negative_F1106,30.000000,2.299422,10.859909,0.033333,0.066667,0.066667,0.000000,0.000000,0.053333,0.366667,0.066667,0.984333
Negative_F1108,89.000000,7.420751,8.993162,0.078652,0.089888,0.056180,0.056180,0.022472,-0.652809,0.258427,0.112360,2.268202
Negative_F1109,14.000000,1.503435,8.903745,0.142857,0.000000,0.000000,0.000000,0.000000,1.078571,0.500000,0.142857,-1.060714
Negative_F1131,96.000000,1.562823,8.682554,0.041667,0.052083,0.020833,0.062500,0.010417,-0.404167,0.395833,0.114583,1.616146
Negative_F1153,22.000000,-0.441204,5.553420,0.000000,0.000000,0.000000,0.000000,0.000000,1.109091,0.454545,0.045455,-0.637727
Negative_F1154,24.000000,12.557126,11.999968,0.000000,0.541667,0.000000,0.000000,0.000000,-1.150000,0.458333,0.125000,6.443750
Negative_F1166,41.000000,2.285297,8.859326,0.048780,0.048780,0.073171,0.000000,0.024390,-0.670732,0.268293,0.097561,1.717561
Negative_F1167,14.000000,0.508421,8.072103,0.000000,0.071429,0.000000,0.000000,0.000000,0.450000,0.214286,0.071429,1.672857
Negative_F1172,61.000000,1.624057,9.700058,0.049180,0.016393,0.032787,0.032787,0.000000,0.826230,0.622951,0.065574,-0.753770
Negative_F1213,32.000000,1.534558,8.788475,0.156250,0.000000,0.031250,0.062500,0.031250,0.300000,0.437500,0.031250,0.384062
Negative_F1217,19.000000,0.557849,9.598714,0.000000,0.105263,0.000000,0.052632,0.000000,-0.378947,0.315789,0.157895,1.934211
Negative_F1219,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.592308,0.615385,0.076923,-1.815385
Negative_F1221,20.000000,0.590164,8.597262,0.050000,0.050000,0.050000,0.000000,0.050000,-0.470000,0.350000,0.100000,1.197500
Negative_F1222,27.000000,2.585153,9.997128,0.111111,0.037037,0.037037,0.000000,0.037037,0.333333,0.481481,0.037037,-0.030000
Negative_F1226,13.000000,-0.442547,5.525000,0.000000,0.000000,0.000000,0.000000,0.000000,1.607692,0.538462,0.076923,-1.810769
Negative_F1227,16.000000,3.199160,10.105564,0.125000,0.125000,0.000000,0.000000,0.000000,-0.068750,0.312500,0.187500,1.378750
Negative_F1228,16.000000,2.233331,9.385839,0.187500,0.000000,0.062500,0.000000,0.000000,-0.006250,0.375000,0.187500,0.371875
Negative_F1232,47.000000,3.545793,10.171580,0.106383,0.021277,0.000000,0.042553,0.000000,-0.161702,0.425532,0.063830,1.185532
Negative_F1244,14.000000,-2.393136,4.050028,0.000000,0.000000,0.000000,0.071429,0.071429,-0.542857,0.357143,0.142857,1.141429
Negative_F1245,20.000000,-2.443485,4.050028,0.000000,0.000000,0.000000,0.050000,0.050000,0.045000,0.450000,0.200000,0.385000
Negative_F1249,17.000000,2.500929,9.390159,0.176471,0.000000,0.000000,0.000000,0.000000,1.470588,0.529412,0.000000,-1.393529
Negative_F1251,30.000000,1.404012,8.333780,0.066667,0.033333,0.000000,0.000000,0.033333,0.583333,0.300000,0.066667,0.279667
Negative_F1267,76.000000,3.495357,8.792021,0.157895,0.000000,0.039474,0.026316,0.078947,-0.552632,0.289474,0.052632,1.476447
Negative_F1274,36.000000,7.544307,11.493117,0.166667,0.138889,0.000000,0.055556,0.027778,-1.072222,0.305556,0.083333,3.139722
Negative_F1278,30.000000,8.532444,11.594720,0.166667,0.133333,0.033333,0.000000,0.000000,-0.320000,0.433333,0.100000,1.945333
Negative_F1323,33.000000,2.497485,9.243171,0.151515,0.000000,0.000000,0.030303,0.030303,0.254545,0.393939,0.030303,0.528788
Negative_F1325,14.000000,1.552442,10.002737,0.142857,0.000000,0.000000,0.000000,0.000000,0.978571,0.642857,0.142857,-1.174286
Negative_F1328,27.000000,2.549936,10.302064,0.111111,0.000000,0.000000,0.000000,0.000000,0.425926,0.481481,0.074074,-0.426667
Negative_F1350,19.000000,2.515533,9.157686,0.105263,0.052632,0.052632,0.000000,0.000000,0.031579,0.315789,0.052632,1.119474
Negative_F1362,50.000000,1.704019,9.055245,0.040000,0.040000,0.040000,0.020000,0.020000,-0.178000,0.400000,0.120000,1.010800
Negative_F1413,16.000000,0.591574,8.757208,0.062500,0.000000,0.062500,0.000000,0.000000,1.268750,0.562500,0.062500,-1.099375
Negative_F1419,16.000000,-0.405921,6.741127,0.000000,0.000000,0.062500,0.000000,0.000000,1.956250,0.625000,0.000000,-2.226875
Negative_F1425,59.000000,2.494320,8.491469,0.084746,0.067797,0.067797,0.067797,0.033898,-0.823729,0.203390,0.084746,2.409831
Negative_F1428,24.000000,2.537977,9.389192,0.125000,0.041667,0.041667,0.041667,0.000000,-0.333333,0.333333,0.125000,1.067500
Negative_F1490,120.000000,4.526515,9.644809,0.025000,0.050000,0.000000,0.033333,0.000000,-0.597500,0.158333,0.083333,0.258750
Negative_F1517,22.000000,1.740535,11.999968,0.000000,0.090909,0.227273,0.000000,0.000000,0.440909,0.500000,0.090909,0.510455
Negative_F1522,31.000000,1.497932,8.787637,0.161290,0.000000,0.000000,0.064516,0.032258,0.148387,0.387097,0.064516,0.434516
Negative_F1526,101.000000,8.595290,10.090027,0.079208,0.069307,0.029703,0.029703,0.029703,-0.552475,0.366337,0.148515,1.958515
Negative_F1527,50.000000,4.521282,9.302611,0.000000,0.120000,0.060000,0.000000,0.020000,0.242000,0.360000,0.120000,1.208400
Negative_F1545,25.000000,-0.460234,6.749085,0.040000,0.040000,0.040000,0.080000,0.000000,-0.164000,0.320000,0.160000,1.154800
Negative_F1558,25.000000,4.640438,11.999968,0.080000,0.160000,0.040000,0.000000,0.040000,-1.288000,0.240000,0.080000,3.474800
Negative_F1583,21.000000,4.547405,11.333751,0.190476,0.047619,0.000000,0.000000,0.000000,-0.119048,0.476190,0.095238,1.241905
Negative_F1591,38.000000,0.444264,7.785798,0.052632,0.026316,0.026316,0.000000,0.052632,0.468421,0.342105,0.157895,0.191579
Negative_F1601,19.000000,1.552417,9.994292,0.052632,0.052632,0.000000,0.000000,0.000000,0.147368,0.315789,0.052632,0.554211
Negative_F1607,19.000000,0.664801,8.768490,0.000000,0.052632,0.157895,0.000000,0.000000,0.373684,0.526316,0.210526,0.029474
Negative_F1616,53.000000,5.263231,10.097054,0.150943,0.000000,0.000000,0.037736,0.000000,0.300000,0.566038,0.113208,-0.040000
Negative_F1644,33.000000,2.497233,9.242526,0.151515,0.030303,0.000000,0.090909,0.000000,0.248485,0.424242,0.000000,0.813939
Negative_F1661,33.000000,3.192561,9.592203,0.151515,0.030303,0.000000,0.060606,0.000000,0.560606,0.454545,0.000000,0.309091
Negative_F1679,32.000000,3.495687,9.512197,0.062500,0.062500,0.031250,0.000000,0.000000,-0.987500,0.343750,0.187500,2.082812
Negative_F1711,22.000000,0.493560,7.895137,0.045455,0.000000,0.045455,0.000000,0.000000,0.336364,0.227273,0.090909,0.615909
Negative_F1721,16.000000,2.557799,11.999968,0.000000,0.250000,0.000000,0.062500,0.000000,-0.287500,0.437500,0.062500,3.136875
Negative_F1725,29.000000,2.595721,9.826029,0.137931,0.000000,0.000000,0.034483,0.000000,-0.041379,0.482759,0.068966,0.448966
Negative_F1731,18.000000,2.549936,10.302064,0.166667,0.000000,0.000000,0.000000,0.000000,0.933333,0.555556,0.055556,-0.857778
Negative_F1733,14.000000,1.516755,9.702508,0.214286,0.000000,0.000000,0.000000,0.071429,0.385714,0.428571,0.000000,-0.106429
Negative_F1752,23.000000,2.500929,9.390159,0.130435,0.000000,0.000000,0.000000,0.000000,1.339130,0.521739,0.043478,-1.006522
Negative_F1771,16.000000,0.595397,8.122259,0.000000,0.062500,0.062500,0.000000,0.000000,0.756250,0.375000,0.062500,0.119375
Negative_F1782,95.000000,1.503553,8.785058,0.042105,0.084211,0.000000,0.052632,0.052632,-0.124211,0.421053,0.084211,1.690842
Negative_F1815,21.000000,2.549936,10.302064,0.142857,0.000000,0.000000,0.000000,0.000000,0.966667,0.571429,0.000000,-0.927143
Negative_F1822,40.000000,4.585549,11.068980,0.100000,0.075000,0.025000,0.025000,0.025000,-0.282500,0.425000,0.025000,1.580000
Negative_F1825,34.000000,4.439863,9.181474,0.029412,0.147059,0.029412,0.029412,0.000000,-0.088235,0.264706,0.088235,2.187059
Negative_F1827,47.000000,6.792566,10.173901,0.212766,0.021277,0.148936,0.021277,0.063830,-0.840426,0.297872,0.021277,2.199362
Negative_F1833,49.000000,-0.570481,6.871402,0.040816,0.081633,0.040816,0.040816,0.081633,-0.995918,0.163265,0.081633,2.801020
Negative_F1834,25.000000,3.581709,9.998096,0.240000,0.040000,0.040000,0.040000,0.080000,-1.148000,0.320000,0.200000,2.854000
Negative_F1837,19.000000,-0.446733,6.147330,0.105263,0.052632,0.000000,0.105263,0.052632,-0.052632,0.421053,0.157895,1.534211
Negative_F1846,50.000000,-5.561659,4.479504,0.040000,0.000000,0.040000,0.040000,0.100000,-0.022000,0.380000,0.140000,1.006200
Negative_F1847,44.000000,-2.554843,4.751024,0.022727,0.022727,0.022727,0.045455,0.045455,0.511364,0.431818,0.113636,0.208409
Negative_F1859,30.000000,5.547751,11.466492,0.066667,0.166667,0.000000,0.033333,0.000000,-0.766667,0.366667,0.233333,2.553333
Negative_F1861,61.000000,1.376552,8.172351,0.098361,0.016393,0.016393,0.049180,0.032787,-0.403279,0.311475,0.163934,1.346557
Negative_F1873,108.000000,10.416885,9.288299,0.185185,0.009259,0.037037,0.037037,0.055556,-0.823148,0.259259,0.083333,1.793519
Negative_F1905,52.000000,6.480534,9.689485,0.019231,0.153846,0.057692,0.000000,0.038462,-0.605769,0.269231,0.057692,2.748269
Negative_F1909,32.000000,1.583565,9.404793,0.156250,0.000000,0.031250,0.062500,0.031250,-0.006250,0.437500,0.031250,0.614688
Negative_F1922,43.000000,2.386789,8.504556,0.069767,0.069767,0.023256,0.069767,0.000000,-0.488372,0.232558,0.093023,2.063023
Negative_F1929,35.000000,0.411250,7.782704,0.000000,0.085714,0.000000,0.057143,0.000000,0.280000,0.285714,0.028571,1.028857
Negative_F1931,20.000000,6.547330,11.999968,0.150000,0.200000,0.000000,0.000000,0.000000,-0.535000,0.550000,0.200000,2.351500
Negative_F1953,26.000000,3.390485,8.753082,0.076923,0.076923,0.038462,0.000000,0.000000,-0.246154,0.192308,0.115385,2.025000
Negative_F1955,117.000000,15.419171,10.574507,0.025641,0.111111,0.008547,0.000000,0.000000,-0.640171,0.222222,0.085470,2.519829
Negative_F1988,25.000000,0.516679,7.959412,0.080000,0.000000,0.040000,0.000000,0.040000,0.052000,0.320000,0.120000,0.864800
Negative_F1992,26.000000,8.618077,11.999968,0.192308,0.153846,0.076923,0.000000,0.000000,-2.080769,0.153846,0.038462,4.677692
Negative_F2032,42.000000,3.447066,8.982267,0.000000,0.166667,0.023810,0.023810,0.047619,-0.533333,0.261905,0.095238,2.780952
Negative_F2033,19.000000,3.623164,11.263932,0.157895,0.052632,0.105263,0.000000,0.000000,0.326316,0.473684,0.000000,0.428947
Negative_F2039,18.000000,5.564886,11.834864,0.111111,0.277778,0.055556,0.055556,0.000000,-1.672222,0.222222,0.055556,5.482778
Negative_F2056,128.000000,5.436783,8.932755,0.093750,0.062500,0.023438,0.085938,0.023438,-0.413281,0.390625,0.101562,1.954219
Negative_F2066,13.000000,1.551057,9.703024,0.230769,0.000000,0.000000,0.000000,0.076923,-0.269231,0.384615,0.076923,0.796923
Negative_F2068,19.000000,-0.444606,5.835682,0.052632,0.000000,0.000000,0.052632,0.000000,0.831579,0.526316,0.105263,-0.135789
Negative_F2073,64.000000,13.513314,11.274441,0.109375,0.140625,0.031250,0.031250,0.000000,-0.715625,0.328125,0.093750,2.885937
Negative_F2075,18.000000,7.587758,10.845403,0.444444,0.000000,0.000000,0.000000,0.000000,-1.088889,0.333333,0.000000,1.511111
Negative_F2080,32.000000,4.557891,10.187955,0.156250,0.062500,0.031250,0.062500,0.000000,-0.265625,0.375000,0.062500,1.301562
Negative_F2083,30.000000,6.516753,9.951743,0.233333,0.000000,0.000000,0.000000,0.000000,0.026667,0.300000,0.000000,0.843000
Negative_F2090,136.000000,19.278224,11.126937,0.095588,0.132353,0.014706,0.029412,0.051471,-0.579412,0.389706,0.051471,2.560662
Negative_F2102,13.000000,2.548501,9.992938,0.153846,0.153846,0.000000,0.000000,0.076923,-1.330769,0.307692,0.153846,3.383846
Negative_F2106,29.000000,2.496811,9.243171,0.172414,0.000000,0.000000,0.068966,0.000000,0.086207,0.413793,0.000000,1.040690
Negative_F2108,13.000000,0.554947,8.750052,0.076923,0.000000,0.000000,0.000000,0.000000,1.492308,0.769231,0.230769,-2.214615
