ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Negative_F725,0.027027,0.108108,0.027027,0.000000,0.054054,0.054054,0.000000,0.027027,0.027027,0.000000,0.000000,0.027027,0.324324,0.000000,0.189189,0.054054,0.000000,0.000000,0.054054,0.027027
Negative_F729,0.019231,0.153846,0.057692,0.019231,0.038462,0.096154,0.000000,0.057692,0.115385,0.000000,0.019231,0.019231,0.057692,0.000000,0.115385,0.115385,0.076923,0.000000,0.000000,0.038462
Negative_F730,0.208333,0.000000,0.000000,0.000000,0.083333,0.166667,0.000000,0.041667,0.000000,0.000000,0.041667,0.083333,0.083333,0.000000,0.083333,0.041667,0.041667,0.000000,0.000000,0.125000
Negative_F743,0.100000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.300000,0.100000,0.100000,0.000000,0.000000,0.050000,0.050000,0.100000,0.000000,0.000000,0.050000,0.050000
Negative_F859,0.062500,0.000000,0.000000,0.000000,0.062500,0.062500,0.062500,0.000000,0.125000,0.000000,0.062500,0.000000,0.250000,0.125000,0.062500,0.000000,0.000000,0.062500,0.062500,0.000000
Negative_F868,0.045455,0.181818,0.045455,0.000000,0.022727,0.159091,0.022727,0.022727,0.113636,0.022727,0.000000,0.000000,0.136364,0.022727,0.000000,0.068182,0.022727,0.022727,0.000000,0.090909
Negative_F874,0.058824,0.117647,0.000000,0.000000,0.000000,0.117647,0.000000,0.000000,0.176471,0.058824,0.000000,0.000000,0.176471,0.000000,0.058824,0.058824,0.058824,0.000000,0.058824,0.058824
Negative_F878,0.054054,0.054054,0.027027,0.000000,0.027027,0.162162,0.027027,0.054054,0.162162,0.108108,0.027027,0.027027,0.000000,0.054054,0.000000,0.081081,0.054054,0.081081,0.000000,0.000000
Negative_F887,0.000000,0.187500,0.000000,0.031250,0.031250,0.062500,0.031250,0.062500,0.000000,0.062500,0.000000,0.093750,0.000000,0.000000,0.250000,0.156250,0.031250,0.000000,0.000000,0.000000
Negative_F903,0.000000,0.000000,0.000000,0.000000,0.176471,0.058824,0.000000,0.117647,0.000000,0.029412,0.000000,0.000000,0.382353,0.000000,0.205882,0.000000,0.000000,0.029412,0.000000,0.000000
Negative_F916,0.000000,0.000000,0.000000,0.071429,0.142857,0.000000,0.000000,0.000000,0.071429,0.071429,0.000000,0.000000,0.214286,0.000000,0.071429,0.142857,0.142857,0.000000,0.071429,0.000000
Negative_F919,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.083333,0.000000,0.166667,0.000000,0.000000,0.000000,0.000000,0.083333,0.250000,0.083333,0.083333,0.000000,0.000000
Negative_F922,0.000000,0.095238,0.047619,0.000000,0.000000,0.285714,0.000000,0.000000,0.095238,0.238095,0.000000,0.000000,0.000000,0.000000,0.000000,0.095238,0.000000,0.142857,0.000000,0.000000
Negative_F977,0.121212,0.060606,0.030303,0.000000,0.000000,0.090909,0.000000,0.030303,0.090909,0.181818,0.000000,0.030303,0.000000,0.030303,0.000000,0.181818,0.060606,0.090909,0.000000,0.000000
Negative_F1040,0.000000,0.000000,0.000000,0.000000,0.000000,0.528302,0.000000,0.000000,0.018868,0.000000,0.018868,0.000000,0.018868,0.018868,0.094340,0.000000,0.000000,0.000000,0.037736,0.264151
Negative_F1070,0.040000,0.000000,0.000000,0.000000,0.080000,0.040000,0.040000,0.040000,0.120000,0.160000,0.040000,0.000000,0.040000,0.040000,0.160000,0.040000,0.080000,0.040000,0.000000,0.040000
Negative_F1078,0.153846,0.000000,0.000000,0.000000,0.153846,0.153846,0.000000,0.230769,0.076923,0.153846,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F1087,0.000000,0.127660,0.042553,0.000000,0.106383,0.148936,0.021277,0.042553,0.000000,0.042553,0.106383,0.000000,0.085106,0.042553,0.127660,0.021277,0.042553,0.021277,0.000000,0.021277
Negative_F1115,0.090909,0.090909,0.068182,0.000000,0.022727,0.090909,0.000000,0.045455,0.090909,0.045455,0.000000,0.068182,0.090909,0.022727,0.090909,0.090909,0.045455,0.022727,0.000000,0.022727
Negative_F1116,0.088889,0.133333,0.022222,0.044444,0.000000,0.066667,0.000000,0.044444,0.133333,0.000000,0.000000,0.044444,0.088889,0.022222,0.088889,0.066667,0.066667,0.044444,0.000000,0.044444
Negative_F1164,0.076923,0.000000,0.000000,0.000000,0.038462,0.038462,0.000000,0.115385,0.153846,0.038462,0.000000,0.038462,0.038462,0.000000,0.153846,0.000000,0.038462,0.153846,0.038462,0.076923
Negative_F1183,0.000000,0.333333,0.000000,0.000000,0.000000,0.111111,0.000000,0.111111,0.000000,0.111111,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.000000,0.111111,0.000000,0.000000
Negative_F1207,0.029851,0.000000,0.000000,0.000000,0.000000,0.358209,0.000000,0.014925,0.044776,0.000000,0.000000,0.059701,0.014925,0.000000,0.179104,0.253731,0.044776,0.000000,0.000000,0.000000
Negative_F1224,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.000000,0.200000,0.100000,0.200000,0.000000,0.050000,0.050000,0.000000,0.000000,0.000000,0.050000,0.100000,0.000000,0.000000
Negative_F1294,0.208333,0.083333,0.000000,0.083333,0.041667,0.041667,0.041667,0.041667,0.083333,0.041667,0.083333,0.000000,0.041667,0.000000,0.000000,0.041667,0.000000,0.125000,0.000000,0.041667
Negative_F1296,0.151515,0.060606,0.030303,0.000000,0.030303,0.090909,0.030303,0.030303,0.121212,0.151515,0.030303,0.090909,0.000000,0.000000,0.000000,0.060606,0.060606,0.060606,0.000000,0.000000
Negative_F1300,0.121212,0.060606,0.030303,0.000000,0.000000,0.060606,0.000000,0.060606,0.121212,0.151515,0.030303,0.090909,0.000000,0.000000,0.000000,0.121212,0.090909,0.060606,0.000000,0.000000
Negative_F1302,0.121212,0.060606,0.030303,0.030303,0.060606,0.030303,0.030303,0.060606,0.121212,0.151515,0.000000,0.060606,0.000000,0.030303,0.000000,0.121212,0.090909,0.000000,0.000000,0.000000
Negative_F1303,0.090909,0.060606,0.060606,0.000000,0.000000,0.090909,0.000000,0.060606,0.121212,0.121212,0.030303,0.030303,0.000000,0.030303,0.000000,0.181818,0.030303,0.090909,0.000000,0.000000
Negative_F1313,0.000000,0.095238,0.000000,0.000000,0.000000,0.285714,0.000000,0.142857,0.095238,0.142857,0.047619,0.047619,0.000000,0.000000,0.000000,0.047619,0.000000,0.095238,0.000000,0.000000
Negative_F1314,0.000000,0.125000,0.062500,0.000000,0.000000,0.062500,0.000000,0.000000,0.062500,0.062500,0.000000,0.062500,0.062500,0.062500,0.062500,0.187500,0.000000,0.125000,0.000000,0.062500
Negative_F1357,0.090909,0.060606,0.090909,0.000000,0.000000,0.060606,0.000000,0.151515,0.181818,0.121212,0.000000,0.000000,0.000000,0.000000,0.030303,0.090909,0.090909,0.030303,0.000000,0.000000
Negative_F1359,0.058824,0.000000,0.000000,0.000000,0.235294,0.058824,0.058824,0.000000,0.058824,0.294118,0.000000,0.000000,0.117647,0.000000,0.000000,0.117647,0.000000,0.000000,0.000000,0.000000
Negative_F1363,0.076923,0.000000,0.000000,0.000000,0.076923,0.153846,0.000000,0.000000,0.230769,0.307692,0.076923,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000
Negative_F1420,0.041667,0.083333,0.000000,0.000000,0.125000,0.000000,0.000000,0.041667,0.166667,0.166667,0.000000,0.000000,0.083333,0.000000,0.000000,0.041667,0.125000,0.125000,0.000000,0.000000
Negative_F1455,0.147059,0.058824,0.029412,0.029412,0.029412,0.088235,0.000000,0.058824,0.117647,0.147059,0.000000,0.029412,0.000000,0.029412,0.029412,0.088235,0.088235,0.029412,0.000000,0.000000
Negative_F1464,0.054688,0.062500,0.031250,0.015625,0.031250,0.031250,0.054688,0.023438,0.140625,0.054688,0.031250,0.062500,0.070312,0.078125,0.031250,0.085938,0.054688,0.054688,0.007812,0.023438
Negative_F1487,0.039370,0.062992,0.039370,0.031496,0.023622,0.039370,0.047244,0.039370,0.086614,0.055118,0.031496,0.062992,0.102362,0.062992,0.015748,0.086614,0.070866,0.055118,0.007874,0.039370
Negative_F1495,0.083333,0.083333,0.000000,0.000000,0.083333,0.083333,0.000000,0.125000,0.166667,0.083333,0.041667,0.000000,0.083333,0.000000,0.000000,0.041667,0.083333,0.041667,0.000000,0.000000
Negative_F1498,0.107143,0.071429,0.035714,0.035714,0.000000,0.107143,0.000000,0.035714,0.178571,0.142857,0.035714,0.035714,0.000000,0.000000,0.000000,0.035714,0.071429,0.107143,0.000000,0.000000
Negative_F1516,0.080000,0.000000,0.000000,0.000000,0.080000,0.120000,0.120000,0.200000,0.040000,0.080000,0.000000,0.000000,0.000000,0.000000,0.240000,0.040000,0.000000,0.000000,0.000000,0.000000
Negative_F1529,0.030769,0.061538,0.030769,0.046154,0.092308,0.092308,0.046154,0.046154,0.076923,0.076923,0.015385,0.015385,0.046154,0.000000,0.092308,0.030769,0.030769,0.061538,0.046154,0.061538
Negative_F1531,0.101010,0.020202,0.040404,0.060606,0.010101,0.070707,0.030303,0.070707,0.060606,0.090909,0.010101,0.040404,0.050505,0.020202,0.060606,0.050505,0.090909,0.060606,0.030303,0.030303
Negative_F1555,0.080000,0.160000,0.040000,0.000000,0.000000,0.000000,0.000000,0.160000,0.280000,0.040000,0.000000,0.040000,0.120000,0.000000,0.000000,0.000000,0.000000,0.080000,0.000000,0.000000
Negative_F1576,0.000000,0.068966,0.034483,0.034483,0.034483,0.034483,0.034483,0.068966,0.172414,0.137931,0.000000,0.034483,0.034483,0.034483,0.103448,0.034483,0.068966,0.068966,0.000000,0.000000
Negative_F1596,0.082192,0.082192,0.123288,0.150685,0.041096,0.054795,0.027397,0.068493,0.109589,0.095890,0.000000,0.000000,0.013699,0.013699,0.013699,0.027397,0.013699,0.054795,0.027397,0.000000
Negative_F1600,0.179775,0.000000,0.078652,0.078652,0.000000,0.112360,0.000000,0.000000,0.247191,0.011236,0.000000,0.033708,0.123596,0.033708,0.044944,0.022472,0.011236,0.022472,0.000000,0.000000
Negative_F1628,0.076923,0.000000,0.000000,0.000000,0.076923,0.230769,0.000000,0.076923,0.076923,0.384615,0.000000,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000
Negative_F1636,0.033333,0.033333,0.033333,0.033333,0.066667,0.033333,0.000000,0.066667,0.100000,0.166667,0.000000,0.066667,0.100000,0.000000,0.033333,0.000000,0.166667,0.066667,0.000000,0.000000
Negative_F1638,0.076923,0.000000,0.000000,0.000000,0.076923,0.230769,0.000000,0.153846,0.076923,0.230769,0.076923,0.000000,0.000000,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.000000
Negative_F1642,0.208333,0.083333,0.000000,0.000000,0.041667,0.000000,0.041667,0.125000,0.041667,0.125000,0.000000,0.000000,0.083333,0.000000,0.083333,0.041667,0.041667,0.083333,0.000000,0.000000
Negative_F1643,0.208333,0.083333,0.000000,0.000000,0.125000,0.041667,0.000000,0.083333,0.166667,0.083333,0.041667,0.041667,0.041667,0.000000,0.000000,0.000000,0.041667,0.041667,0.000000,0.000000
Negative_F1665,0.066667,0.066667,0.000000,0.000000,0.066667,0.100000,0.000000,0.100000,0.033333,0.033333,0.000000,0.000000,0.100000,0.000000,0.133333,0.133333,0.100000,0.066667,0.000000,0.000000
Negative_F1666,0.000000,0.066667,0.000000,0.000000,0.000000,0.166667,0.033333,0.066667,0.100000,0.133333,0.000000,0.033333,0.033333,0.066667,0.066667,0.133333,0.000000,0.100000,0.000000,0.000000
Negative_F1696,0.130435,0.152174,0.065217,0.021739,0.021739,0.086957,0.021739,0.065217,0.086957,0.021739,0.000000,0.065217,0.086957,0.021739,0.000000,0.043478,0.086957,0.000000,0.000000,0.021739
Negative_F1736,0.047619,0.142857,0.142857,0.000000,0.047619,0.000000,0.000000,0.000000,0.000000,0.095238,0.000000,0.095238,0.000000,0.000000,0.000000,0.095238,0.095238,0.142857,0.095238,0.000000
Negative_F1776,0.025000,0.025000,0.050000,0.100000,0.050000,0.000000,0.050000,0.050000,0.100000,0.175000,0.000000,0.025000,0.050000,0.025000,0.050000,0.050000,0.000000,0.075000,0.000000,0.100000
Negative_F1790,0.062500,0.000000,0.041667,0.104167,0.020833,0.104167,0.000000,0.062500,0.145833,0.062500,0.020833,0.020833,0.020833,0.020833,0.041667,0.083333,0.041667,0.104167,0.000000,0.041667
Negative_F1798,0.083333,0.083333,0.000000,0.000000,0.041667,0.125000,0.000000,0.125000,0.166667,0.125000,0.000000,0.000000,0.041667,0.000000,0.000000,0.041667,0.083333,0.083333,0.000000,0.000000
Negative_F1799,0.083333,0.083333,0.000000,0.000000,0.083333,0.125000,0.000000,0.166667,0.166667,0.083333,0.000000,0.000000,0.041667,0.000000,0.000000,0.083333,0.041667,0.041667,0.000000,0.000000
Negative_F1810,0.190476,0.000000,0.000000,0.000000,0.000000,0.190476,0.000000,0.095238,0.142857,0.142857,0.047619,0.000000,0.000000,0.000000,0.000000,0.095238,0.047619,0.047619,0.000000,0.000000
Negative_F1884,0.033333,0.000000,0.000000,0.000000,0.100000,0.033333,0.000000,0.033333,0.233333,0.200000,0.000000,0.000000,0.033333,0.000000,0.166667,0.066667,0.033333,0.066667,0.000000,0.000000
Negative_F1916,0.125000,0.083333,0.000000,0.000000,0.166667,0.041667,0.000000,0.125000,0.083333,0.125000,0.000000,0.000000,0.083333,0.000000,0.083333,0.041667,0.041667,0.000000,0.000000,0.000000
Negative_F1995,0.000000,0.055556,0.000000,0.000000,0.111111,0.000000,0.055556,0.111111,0.222222,0.111111,0.000000,0.000000,0.055556,0.055556,0.055556,0.000000,0.000000,0.111111,0.055556,0.000000
Negative_F1996,0.066667,0.066667,0.000000,0.000000,0.000000,0.133333,0.000000,0.066667,0.133333,0.200000,0.000000,0.000000,0.000000,0.000000,0.200000,0.066667,0.066667,0.000000,0.000000,0.000000
Negative_F1998,0.000000,0.000000,0.000000,0.000000,0.055556,0.000000,0.055556,0.055556,0.111111,0.222222,0.055556,0.055556,0.000000,0.000000,0.111111,0.055556,0.055556,0.111111,0.000000,0.055556
Negative_F1999,0.000000,0.045455,0.000000,0.000000,0.000000,0.045455,0.045455,0.136364,0.227273,0.136364,0.045455,0.045455,0.045455,0.000000,0.090909,0.045455,0.000000,0.045455,0.000000,0.045455
Negative_F2008,0.130435,0.000000,0.043478,0.000000,0.043478,0.130435,0.086957,0.086957,0.086957,0.130435,0.000000,0.043478,0.000000,0.043478,0.000000,0.000000,0.043478,0.130435,0.000000,0.000000
Negative_F2061,0.045455,0.136364,0.060606,0.090909,0.045455,0.015152,0.015152,0.045455,0.106061,0.090909,0.015152,0.045455,0.045455,0.045455,0.015152,0.030303,0.075758,0.060606,0.000000,0.015152
Negative_F2116,0.121212,0.060606,0.090909,0.000000,0.060606,0.121212,0.000000,0.030303,0.151515,0.151515,0.000000,0.030303,0.000000,0.000000,0.000000,0.060606,0.030303,0.090909,0.000000,0.000000
Negative_F2122,0.135714,0.000000,0.042857,0.128571,0.014286,0.128571,0.007143,0.014286,0.107143,0.028571,0.028571,0.021429,0.035714,0.042857,0.000000,0.028571,0.071429,0.135714,0.000000,0.028571
Negative_F2147,0.058824,0.000000,0.000000,0.000000,0.058824,0.058824,0.058824,0.058824,0.176471,0.235294,0.000000,0.000000,0.058824,0.000000,0.000000,0.058824,0.000000,0.117647,0.000000,0.058824
Negative_F2148,0.111111,0.000000,0.000000,0.000000,0.000000,0.055556,0.055556,0.055556,0.166667,0.222222,0.055556,0.000000,0.055556,0.000000,0.000000,0.055556,0.000000,0.166667,0.000000,0.000000
Negative_F2162,0.090909,0.000000,0.000000,0.000000,0.090909,0.090909,0.000000,0.045455,0.181818,0.181818,0.000000,0.045455,0.045455,0.000000,0.090909,0.000000,0.045455,0.045455,0.045455,0.000000
Negative_F2258,0.076923,0.076923,0.032967,0.021978,0.010989,0.043956,0.010989,0.021978,0.098901,0.021978,0.065934,0.043956,0.065934,0.021978,0.043956,0.054945,0.153846,0.087912,0.021978,0.021978
Negative_F2350,0.114650,0.082803,0.070064,0.038217,0.044586,0.070064,0.025478,0.012739,0.050955,0.082803,0.025478,0.031847,0.031847,0.031847,0.050955,0.050955,0.044586,0.082803,0.012739,0.044586
Negative_F2351,0.034014,0.081633,0.068027,0.006803,0.034014,0.210884,0.061224,0.054422,0.027211,0.054422,0.000000,0.020408,0.088435,0.034014,0.068027,0.027211,0.068027,0.047619,0.000000,0.013605
Negative_F2396,0.000000,0.083333,0.000000,0.000000,0.083333,0.083333,0.000000,0.000000,0.125000,0.083333,0.000000,0.000000,0.041667,0.000000,0.125000,0.125000,0.041667,0.041667,0.083333,0.083333
Negative_F8,0.000000,0.000000,0.000000,0.000000,0.139535,0.023256,0.000000,0.116279,0.000000,0.023256,0.000000,0.000000,0.465116,0.000000,0.209302,0.000000,0.000000,0.000000,0.000000,0.023256
Negative_F10,0.270270,0.000000,0.027027,0.054054,0.027027,0.081081,0.000000,0.054054,0.027027,0.027027,0.000000,0.027027,0.054054,0.054054,0.108108,0.027027,0.027027,0.108108,0.027027,0.000000
Negative_F29,0.000000,0.000000,0.000000,0.000000,0.142857,0.047619,0.000000,0.000000,0.095238,0.142857,0.000000,0.000000,0.095238,0.142857,0.142857,0.095238,0.095238,0.000000,0.000000,0.000000
Negative_F31,0.115385,0.000000,0.000000,0.000000,0.038462,0.076923,0.000000,0.038462,0.230769,0.076923,0.038462,0.000000,0.000000,0.076923,0.000000,0.115385,0.038462,0.038462,0.076923,0.038462
Negative_F32,0.026316,0.157895,0.026316,0.000000,0.052632,0.105263,0.052632,0.105263,0.026316,0.026316,0.026316,0.052632,0.078947,0.026316,0.105263,0.052632,0.026316,0.026316,0.026316,0.000000
Negative_F39,0.000000,0.142857,0.000000,0.000000,0.023810,0.166667,0.000000,0.095238,0.023810,0.023810,0.023810,0.023810,0.119048,0.023810,0.119048,0.095238,0.023810,0.071429,0.023810,0.000000
Negative_F53,0.125000,0.083333,0.000000,0.000000,0.083333,0.000000,0.000000,0.166667,0.125000,0.041667,0.041667,0.000000,0.083333,0.000000,0.041667,0.041667,0.083333,0.083333,0.000000,0.000000
Negative_F56,0.151515,0.060606,0.030303,0.000000,0.030303,0.121212,0.000000,0.000000,0.121212,0.212121,0.000000,0.000000,0.000000,0.030303,0.000000,0.121212,0.090909,0.030303,0.000000,0.000000
Negative_F76,0.076923,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.076923,0.076923,0.307692,0.000000,0.000000,0.076923,0.000000,0.000000,0.000000,0.076923,0.076923,0.000000,0.000000
Negative_F86,0.031250,0.062500,0.062500,0.000000,0.062500,0.125000,0.031250,0.125000,0.125000,0.093750,0.031250,0.031250,0.093750,0.000000,0.000000,0.031250,0.093750,0.000000,0.000000,0.000000
Negative_F94,0.111111,0.000000,0.000000,0.055556,0.027778,0.194444,0.000000,0.027778,0.250000,0.138889,0.000000,0.000000,0.027778,0.000000,0.027778,0.027778,0.000000,0.111111,0.000000,0.000000
Negative_F106,0.095238,0.000000,0.035714,0.119048,0.059524,0.154762,0.071429,0.047619,0.095238,0.083333,0.000000,0.035714,0.000000,0.107143,0.047619,0.035714,0.000000,0.000000,0.000000,0.011905
Negative_F115,0.000000,0.187500,0.062500,0.062500,0.031250,0.062500,0.000000,0.062500,0.125000,0.031250,0.031250,0.031250,0.062500,0.000000,0.031250,0.093750,0.000000,0.031250,0.031250,0.062500
Negative_F193,0.080000,0.000000,0.000000,0.040000,0.000000,0.160000,0.000000,0.120000,0.200000,0.120000,0.000000,0.000000,0.040000,0.080000,0.000000,0.040000,0.040000,0.040000,0.040000,0.000000
Negative_F205,0.045455,0.000000,0.045455,0.090909,0.000000,0.136364,0.000000,0.090909,0.181818,0.090909,0.000000,0.000000,0.000000,0.045455,0.000000,0.090909,0.000000,0.136364,0.045455,0.000000
Negative_F213,0.025000,0.150000,0.000000,0.025000,0.075000,0.100000,0.000000,0.025000,0.100000,0.125000,0.000000,0.025000,0.025000,0.025000,0.100000,0.075000,0.075000,0.050000,0.000000,0.000000
Negative_F241,0.027778,0.166667,0.000000,0.000000,0.111111,0.166667,0.055556,0.027778,0.083333,0.055556,0.000000,0.027778,0.055556,0.000000,0.027778,0.111111,0.000000,0.027778,0.055556,0.000000
Negative_F252,0.062500,0.000000,0.031250,0.000000,0.062500,0.187500,0.000000,0.000000,0.093750,0.156250,0.000000,0.000000,0.000000,0.093750,0.000000,0.125000,0.062500,0.125000,0.000000,0.000000
Negative_F255,0.105263,0.000000,0.052632,0.000000,0.052632,0.210526,0.000000,0.157895,0.052632,0.105263,0.000000,0.052632,0.000000,0.000000,0.052632,0.000000,0.052632,0.105263,0.000000,0.000000
Negative_F259,0.117647,0.000000,0.058824,0.000000,0.058824,0.058824,0.000000,0.058824,0.117647,0.058824,0.000000,0.058824,0.000000,0.000000,0.058824,0.000000,0.058824,0.294118,0.000000,0.000000
Negative_F260,0.058824,0.000000,0.058824,0.000000,0.000000,0.117647,0.000000,0.176471,0.117647,0.058824,0.000000,0.058824,0.000000,0.000000,0.058824,0.058824,0.000000,0.235294,0.000000,0.000000
Negative_F262,0.117647,0.000000,0.000000,0.000000,0.058824,0.117647,0.058824,0.117647,0.117647,0.000000,0.000000,0.058824,0.000000,0.000000,0.000000,0.117647,0.000000,0.235294,0.000000,0.000000
Negative_F267,0.058824,0.235294,0.000000,0.000000,0.000000,0.088235,0.029412,0.000000,0.058824,0.058824,0.000000,0.000000,0.000000,0.000000,0.205882,0.088235,0.000000,0.058824,0.000000,0.117647
Negative_F270,0.120000,0.000000,0.000000,0.000000,0.080000,0.160000,0.160000,0.160000,0.080000,0.080000,0.000000,0.000000,0.000000,0.000000,0.120000,0.000000,0.000000,0.000000,0.040000,0.000000
Negative_F274,0.000000,0.000000,0.000000,0.000000,0.000000,0.055556,0.055556,0.111111,0.000000,0.055556,0.000000,0.111111,0.333333,0.055556,0.166667,0.000000,0.000000,0.000000,0.000000,0.055556
Negative_F289,0.000000,0.000000,0.133333,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.000000,0.066667,0.066667,0.333333,0.000000,0.200000,0.000000,0.000000,0.066667,0.000000,0.066667
Negative_F290,0.000000,0.000000,0.125000,0.000000,0.000000,0.000000,0.000000,0.062500,0.062500,0.000000,0.062500,0.062500,0.250000,0.000000,0.187500,0.000000,0.000000,0.062500,0.062500,0.062500
Negative_F296,0.000000,0.000000,0.081081,0.081081,0.081081,0.108108,0.000000,0.081081,0.081081,0.162162,0.000000,0.000000,0.000000,0.054054,0.162162,0.108108,0.000000,0.000000,0.000000,0.000000
Negative_F318,0.000000,0.000000,0.000000,0.000000,0.076923,0.153846,0.000000,0.000000,0.153846,0.076923,0.000000,0.000000,0.000000,0.076923,0.000000,0.153846,0.153846,0.076923,0.000000,0.076923
Negative_F326,0.121212,0.060606,0.030303,0.000000,0.000000,0.121212,0.000000,0.030303,0.151515,0.181818,0.030303,0.060606,0.000000,0.060606,0.000000,0.090909,0.060606,0.000000,0.000000,0.000000
Negative_F329,0.036364,0.145455,0.036364,0.000000,0.054545,0.109091,0.036364,0.090909,0.054545,0.000000,0.018182,0.036364,0.036364,0.036364,0.072727,0.127273,0.054545,0.000000,0.000000,0.054545
Negative_F332,0.042254,0.000000,0.070423,0.028169,0.014085,0.098592,0.056338,0.042254,0.056338,0.014085,0.000000,0.112676,0.084507,0.056338,0.070423,0.070423,0.056338,0.070423,0.056338,0.000000
Negative_F347,0.000000,0.000000,0.000000,0.000000,0.285714,0.142857,0.000000,0.000000,0.285714,0.214286,0.000000,0.000000,0.071429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Negative_F349,0.050000,0.000000,0.000000,0.000000,0.050000,0.250000,0.050000,0.000000,0.050000,0.200000,0.050000,0.050000,0.000000,0.000000,0.000000,0.100000,0.000000,0.150000,0.000000,0.000000
Negative_F362,0.000000,0.166667,0.000000,0.000000,0.083333,0.000000,0.000000,0.250000,0.000000,0.083333,0.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,0.083333,0.000000,0.000000
Negative_F368,0.000000,0.068966,0.000000,0.034483,0.068966,0.172414,0.034483,0.103448,0.206897,0.137931,0.000000,0.068966,0.000000,0.000000,0.000000,0.000000,0.068966,0.000000,0.034483,0.000000
Negative_F369,0.000000,0.117647,0.000000,0.000000,0.117647,0.000000,0.000000,0.176471,0.176471,0.176471,0.000000,0.000000,0.000000,0.000000,0.058824,0.058824,0.117647,0.000000,0.000000,0.000000
Negative_F373,0.166667,0.083333,0.000000,0.000000,0.125000,0.041667,0.000000,0.125000,0.166667,0.083333,0.000000,0.000000,0.083333,0.000000,0.000000,0.041667,0.000000,0.083333,0.000000,0.000000
Negative_F377,0.041667,0.000000,0.000000,0.041667,0.041667,0.083333,0.083333,0.083333,0.125000,0.166667,0.000000,0.125000,0.000000,0.083333,0.000000,0.000000,0.041667,0.083333,0.000000,0.000000
Negative_F396,0.117647,0.000000,0.000000,0.000000,0.000000,0.235294,0.000000,0.058824,0.117647,0.294118,0.000000,0.058824,0.000000,0.000000,0.000000,0.058824,0.000000,0.058824,0.000000,0.000000
Negative_F397,0.043478,0.000000,0.000000,0.043478,0.000000,0.304348,0.043478,0.043478,0.217391,0.217391,0.000000,0.000000,0.000000,0.000000,0.000000,0.043478,0.000000,0.043478,0.000000,0.000000
Negative_F403,0.000000,0.095238,0.000000,0.000000,0.000000,0.238095,0.000000,0.000000,0.142857,0.238095,0.000000,0.000000,0.000000,0.000000,0.000000,0.095238,0.000000,0.190476,0.000000,0.000000
Negative_F452,0.042553,0.170213,0.106383,0.042553,0.063830,0.042553,0.042553,0.000000,0.063830,0.063830,0.000000,0.085106,0.021277,0.000000,0.106383,0.042553,0.085106,0.000000,0.021277,0.000000
Negative_F467,0.235294,0.058824,0.000000,0.000000,0.058824,0.117647,0.000000,0.000000,0.147059,0.117647,0.000000,0.058824,0.000000,0.058824,0.000000,0.088235,0.000000,0.029412,0.000000,0.029412
Negative_F469,0.038462,0.038462,0.076923,0.038462,0.000000,0.000000,0.076923,0.038462,0.307692,0.153846,0.000000,0.038462,0.000000,0.000000,0.076923,0.000000,0.000000,0.115385,0.000000,0.000000
Negative_F470,0.064516,0.064516,0.032258,0.032258,0.032258,0.161290,0.000000,0.096774,0.129032,0.064516,0.000000,0.064516,0.032258,0.000000,0.032258,0.064516,0.000000,0.096774,0.032258,0.000000
Negative_F481,0.076923,0.000000,0.000000,0.000000,0.076923,0.076923,0.000000,0.076923,0.076923,0.384615,0.000000,0.000000,0.000000,0.000000,0.000000,0.153846,0.076923,0.000000,0.000000,0.000000
Negative_F490,0.137931,0.000000,0.000000,0.000000,0.034483,0.034483,0.000000,0.103448,0.103448,0.068966,0.000000,0.068966,0.068966,0.000000,0.137931,0.000000,0.034483,0.137931,0.034483,0.034483
Negative_F496,0.139535,0.046512,0.023256,0.000000,0.000000,0.209302,0.000000,0.069767,0.116279,0.023256,0.000000,0.116279,0.000000,0.000000,0.000000,0.093023,0.023256,0.046512,0.046512,0.046512
Negative_F502,0.115385,0.000000,0.038462,0.000000,0.000000,0.192308,0.000000,0.076923,0.115385,0.230769,0.000000,0.000000,0.038462,0.038462,0.000000,0.076923,0.000000,0.076923,0.000000,0.000000
Negative_F509,0.043478,0.043478,0.043478,0.043478,0.043478,0.152174,0.000000,0.152174,0.195652,0.043478,0.021739,0.043478,0.021739,0.000000,0.021739,0.000000,0.086957,0.043478,0.000000,0.000000
