ID,Label,AAC_A,AAC_C,AAC_F,AAC_G,AAC_I,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Negative_F95,0,0.142857,0.0,0.028571,0.085714,0.114286,0.057143,0.0,0.028571,0.028571,0.028571,0.0,0.0,0.114286,0.028571,0.0,35.0,5.545032,10.6373,0.171429,0.085714,0.0,0.028571,0.057143,-0.111429,0.485714,0.057143,1.420571
Negative_F619,0,0.0,0.333333,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.111111,0.0,0.0,18.0,3.410332,9.007539,0.0,0.222222,0.0,0.0,0.0,0.488889,0.222222,0.111111,2.29
Negative_F1730,0,0.0,0.0,0.0,0.117647,0.117647,0.176471,0.0,0.0,0.0,0.058824,0.0,0.0,0.117647,0.058824,0.0,17.0,2.585178,10.001383,0.235294,0.0,0.058824,0.0,0.058824,0.076471,0.470588,0.058824,0.136471
Negative_F1860,0,0.05,0.1,0.1,0.1,0.1,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.05,0.0,0.05,20.0,3.498399,9.699478,0.15,0.05,0.0,0.0,0.0,-0.275,0.35,0.15,1.4055
Negative_F2166,0,0.068966,0.068966,0.034483,0.068966,0.034483,0.034483,0.034483,0.068966,0.068966,0.0,0.068966,0.0,0.068966,0.0,0.0,29.0,4.495662,9.699285,0.241379,0.034483,0.0,0.034483,0.068966,-0.858621,0.275862,0.034483,2.237241
Negative_F2386,0,0.126214,0.0,0.07767,0.145631,0.019417,0.009709,0.029126,0.029126,0.048544,0.038835,0.038835,0.019417,0.009709,0.029126,0.058252,103.0,-2.351072,5.893089,0.058252,0.07767,0.029126,0.087379,0.067961,-1.068932,0.359223,0.165049,2.525631
Negative_F1937,0,0.063291,0.050633,0.037975,0.063291,0.063291,0.025316,0.0,0.025316,0.050633,0.063291,0.075949,0.063291,0.075949,0.012658,0.050633,79.0,7.657126,9.746604,0.075949,0.075949,0.075949,0.025316,0.025316,-0.610127,0.329114,0.101266,2.124177
Negative_F800,0,0.037037,0.148148,0.018519,0.018519,0.018519,0.055556,0.0,0.074074,0.018519,0.074074,0.037037,0.0,0.037037,0.0,0.111111,54.0,-0.627855,6.714413,0.12963,0.037037,0.018519,0.092593,0.074074,-1.105556,0.277778,0.12963,2.870556
Negative_F1406,0,0.08,0.0,0.04,0.2,0.04,0.16,0.0,0.04,0.04,0.0,0.0,0.12,0.04,0.04,0.0,25.0,2.548551,10.001383,0.16,0.0,0.0,0.0,0.04,0.044,0.4,0.08,0.0436
Negative_F299,0,0.233333,0.0,0.0,0.166667,0.0,0.066667,0.066667,0.0,0.033333,0.033333,0.0,0.0,0.0,0.1,0.0,30.0,6.537855,10.477418,0.266667,0.0,0.0,0.033333,0.0,-0.683333,0.466667,0.1,0.658667
Negative_F1546,0,0.105769,0.096154,0.048077,0.096154,0.048077,0.009615,0.019231,0.038462,0.038462,0.028846,0.076923,0.057692,0.057692,0.009615,0.057692,104.0,-0.909276,6.796147,0.038462,0.048077,0.038462,0.057692,0.028846,-0.216346,0.355769,0.115385,1.509904
Negative_F1841,0,0.076923,0.153846,0.019231,0.076923,0.076923,0.019231,0.019231,0.057692,0.038462,0.019231,0.076923,0.076923,0.038462,0.0,0.019231,52.0,5.348306,9.081613,0.096154,0.076923,0.0,0.038462,0.019231,-0.230769,0.269231,0.038462,1.959808
Negative_F2250,0,0.105263,0.0,0.105263,0.052632,0.157895,0.105263,0.052632,0.0,0.052632,0.0,0.105263,0.052632,0.052632,0.0,0.0,19.0,0.552888,8.590944,0.105263,0.0,0.0,0.052632,0.0,1.094737,0.578947,0.105263,-0.648421
Negative_F537,0,0.05,0.0,0.025,0.05,0.125,0.1,0.025,0.0,0.025,0.075,0.1,0.05,0.025,0.0,0.0,40.0,6.661232,11.999968,0.075,0.15,0.075,0.025,0.025,-0.565,0.35,0.025,2.79725
Negative_F2069,0,0.076923,0.0,0.230769,0.076923,0.076923,0.230769,0.0,0.0,0.0,0.0,0.230769,0.0,0.0,0.0,0.0,13.0,0.554947,8.750052,0.076923,0.0,0.0,0.0,0.0,1.492308,0.615385,0.230769,-1.201538
Negative_F880,0,0.142857,0.0,0.028571,0.114286,0.142857,0.0,0.0,0.028571,0.028571,0.057143,0.0,0.028571,0.142857,0.028571,0.0,35.0,4.546442,10.56503,0.142857,0.057143,0.0,0.028571,0.028571,0.128571,0.485714,0.057143,0.871143
Negative_F69,0,0.0,0.0,0.0,0.076923,0.153846,0.384615,0.0,0.153846,0.076923,0.0,0.076923,0.0,0.076923,0.0,0.0,13.0,-0.476849,5.494989,0.0,0.0,0.0,0.0,0.0,1.723077,0.615385,0.0,-1.749231
Negative_F2373,0,0.025641,0.0,0.051282,0.0,0.025641,0.128205,0.0,0.051282,0.025641,0.128205,0.025641,0.076923,0.025641,0.0,0.076923,39.0,6.56983,10.075844,0.205128,0.051282,0.025641,0.0,0.076923,-1.325641,0.333333,0.128205,2.83359
Negative_F302,0,0.206897,0.0,0.034483,0.103448,0.034483,0.068966,0.068966,0.0,0.034483,0.0,0.0,0.068966,0.0,0.068966,0.0,29.0,2.544433,9.701025,0.206897,0.0,0.0,0.068966,0.034483,-0.358621,0.482759,0.103448,0.755517
Negative_F2322,0,0.148148,0.0,0.055556,0.148148,0.037037,0.055556,0.018519,0.092593,0.0,0.074074,0.018519,0.111111,0.037037,0.018519,0.074074,54.0,0.652745,8.359051,0.037037,0.0,0.055556,0.018519,0.0,-0.244444,0.444444,0.148148,0.745185
Negative_F411,0,0.16,0.0,0.04,0.04,0.04,0.24,0.0,0.0,0.0,0.08,0.04,0.04,0.0,0.04,0.0,25.0,4.618178,10.602487,0.2,0.0,0.08,0.0,0.0,0.064,0.52,0.08,0.2476
Negative_F1993,0,0.0,0.0625,0.125,0.0625,0.0,0.1875,0.0,0.0625,0.125,0.0,0.0,0.0,0.0625,0.0,0.0625,16.0,2.559554,9.630626,0.1875,0.0,0.0625,0.0,0.0,0.025,0.4375,0.1875,0.069375
Negative_F835,0,0.0,0.111111,0.074074,0.111111,0.074074,0.0,0.037037,0.074074,0.0,0.037037,0.148148,0.074074,0.074074,0.037037,0.0,27.0,-0.444189,6.892489,0.037037,0.0,0.074074,0.0,0.037037,0.051852,0.296296,0.111111,0.88963
Negative_F280,0,0.0625,0.0,0.0625,0.1875,0.125,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.1875,0.0,0.0,16.0,0.552888,8.590944,0.125,0.0,0.0,0.0625,0.0,1.28125,0.5625,0.0625,-1.011875
Negative_F1334,0,0.05,0.1,0.05,0.15,0.0,0.05,0.0,0.05,0.15,0.0,0.1,0.05,0.05,0.05,0.05,20.0,1.199185,8.884533,0.05,0.05,0.0,0.0,0.0,-0.24,0.3,0.15,0.758
Negative_F1354,0,0.064516,0.064516,0.032258,0.129032,0.129032,0.096774,0.0,0.064516,0.0,0.0,0.032258,0.064516,0.032258,0.032258,0.0,31.0,3.193236,9.592203,0.16129,0.032258,0.0,0.032258,0.032258,0.074194,0.387097,0.064516,0.848065
Negative_F1478,0,0.053333,0.053333,0.04,0.026667,0.053333,0.08,0.013333,0.026667,0.053333,0.053333,0.08,0.093333,0.053333,0.013333,0.026667,75.0,10.503154,9.979335,0.146667,0.053333,0.026667,0.026667,0.026667,-0.501333,0.333333,0.08,1.893333
Negative_F1541,0,0.101449,0.0,0.028986,0.072464,0.072464,0.086957,0.043478,0.014493,0.0,0.043478,0.043478,0.014493,0.043478,0.014493,0.043478,69.0,13.507681,10.158751,0.275362,0.014493,0.0,0.028986,0.057971,-0.604348,0.434783,0.086957,1.486232
Negative_F961,0,0.125,0.15,0.0,0.075,0.0,0.125,0.025,0.075,0.0,0.0,0.075,0.025,0.075,0.025,0.0,40.0,0.530313,7.830088,0.05,0.05,0.05,0.075,0.0,0.2025,0.375,0.025,1.204
Negative_F1240,0,0.069767,0.116279,0.023256,0.116279,0.023256,0.023256,0.046512,0.0,0.023256,0.0,0.162791,0.046512,0.0,0.046512,0.116279,43.0,-0.435204,7.042772,0.046512,0.0,0.093023,0.046512,0.0,-0.318605,0.348837,0.186047,0.886279
Negative_F2221,0,0.052632,0.210526,0.0,0.105263,0.078947,0.0,0.0,0.0,0.052632,0.052632,0.210526,0.0,0.0,0.026316,0.078947,38.0,2.351775,8.511777,0.026316,0.078947,0.0,0.026316,0.0,-0.178947,0.236842,0.105263,1.658421
Negative_F133,0,0.052632,0.0,0.052632,0.210526,0.105263,0.052632,0.105263,0.0,0.0,0.105263,0.157895,0.052632,0.0,0.052632,0.0,19.0,0.554947,8.750052,0.052632,0.0,0.0,0.0,0.0,0.247368,0.421053,0.105263,-0.049474
Negative_F1877,0,0.078947,0.078947,0.026316,0.105263,0.078947,0.039474,0.026316,0.039474,0.026316,0.026316,0.026316,0.013158,0.065789,0.013158,0.013158,76.0,6.491452,9.258321,0.171053,0.026316,0.039474,0.052632,0.052632,-0.409211,0.342105,0.052632,1.514079
Negative_F1235,0,0.021739,0.130435,0.0,0.108696,0.021739,0.021739,0.0,0.043478,0.130435,0.043478,0.065217,0.021739,0.043478,0.043478,0.021739,46.0,3.785727,8.979173,0.043478,0.130435,0.021739,0.065217,0.021739,-1.093478,0.173913,0.065217,3.016304
Negative_F614,0,0.173913,0.0,0.0,0.173913,0.043478,0.130435,0.0,0.0,0.0,0.043478,0.043478,0.0,0.0,0.086957,0.0,23.0,5.581526,11.388421,0.217391,0.043478,0.043478,0.0,0.0,-0.513043,0.434783,0.086957,0.91
Negative_F950,0,0.192308,0.0,0.038462,0.153846,0.038462,0.076923,0.0,0.076923,0.0,0.0,0.038462,0.038462,0.115385,0.076923,0.0,26.0,1.628175,11.000901,0.038462,0.038462,0.076923,0.0,0.0,0.376923,0.538462,0.115385,0.065769
Negative_F298,0,0.136364,0.0,0.0,0.045455,0.045455,0.090909,0.0,0.090909,0.045455,0.0,0.068182,0.068182,0.068182,0.068182,0.0,44.0,3.541217,9.779354,0.181818,0.0,0.0,0.022727,0.068182,-0.518182,0.409091,0.068182,1.2875
Negative_F425,0,0.16,0.0,0.0,0.12,0.08,0.12,0.04,0.04,0.0,0.0,0.04,0.0,0.12,0.0,0.0,25.0,1.58495,9.528379,0.16,0.0,0.04,0.08,0.0,0.432,0.52,0.0,0.2084
Negative_F927,0,0.0,0.147059,0.029412,0.147059,0.117647,0.029412,0.0,0.029412,0.058824,0.029412,0.029412,0.058824,0.029412,0.0,0.058824,34.0,4.459406,9.263736,0.088235,0.088235,0.029412,0.029412,0.0,-0.223529,0.264706,0.088235,1.560882
Negative_F1319,0,0.117647,0.117647,0.176471,0.176471,0.0,0.058824,0.0,0.0,0.058824,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.5517,9.390417,0.176471,0.058824,0.0,0.058824,0.0,-0.1,0.352941,0.176471,1.025294
Negative_F1238,0,0.032787,0.0,0.0,0.377049,0.016393,0.0,0.016393,0.0,0.016393,0.016393,0.262295,0.032787,0.0,0.0,0.0,61.0,13.532296,11.999968,0.163934,0.065574,0.0,0.0,0.0,-1.237705,0.065574,0.0,2.422131
Negative_F1843,0,0.055556,0.222222,0.055556,0.055556,0.0,0.111111,0.0,0.0,0.0,0.0,0.222222,0.055556,0.0,0.111111,0.0,18.0,-2.843218,4.050028,0.0,0.0,0.0,0.055556,0.055556,0.505556,0.333333,0.166667,0.352778
Negative_F1532,0,0.05,0.025,0.025,0.05,0.0625,0.0625,0.0,0.025,0.05,0.0375,0.075,0.0625,0.0875,0.05,0.0375,80.0,1.57495,8.756628,0.0375,0.1125,0.025,0.05,0.075,-0.5775,0.375,0.1125,2.4155
Negative_F2269,0,0.142857,0.0,0.0,0.071429,0.0,0.142857,0.035714,0.107143,0.0,0.035714,0.0,0.035714,0.142857,0.035714,0.0,28.0,2.596167,9.826029,0.178571,0.0,0.0,0.071429,0.0,-0.064286,0.5,0.035714,0.842143
Negative_F2313,0,0.128205,0.0,0.025641,0.128205,0.153846,0.0,0.0,0.025641,0.025641,0.0,0.025641,0.051282,0.076923,0.025641,0.025641,39.0,5.540046,10.214838,0.179487,0.051282,0.0,0.025641,0.051282,-0.176923,0.435897,0.076923,1.170513
Negative_F1345,0,0.107143,0.071429,0.071429,0.035714,0.071429,0.142857,0.0,0.071429,0.0,0.035714,0.0,0.071429,0.035714,0.0,0.0,28.0,1.497258,8.787573,0.178571,0.0,0.0,0.107143,0.0,0.075,0.428571,0.071429,1.050714
Negative_F1990,0,0.036585,0.158537,0.04878,0.073171,0.04878,0.085366,0.0,0.012195,0.219512,0.012195,0.073171,0.02439,0.0,0.0,0.012195,82.0,-6.918962,4.787287,0.02439,0.012195,0.04878,0.04878,0.060976,-0.104878,0.231707,0.060976,0.703659
Negative_F2267,0,0.0,0.0,0.2,0.05,0.0,0.2,0.0,0.05,0.1,0.0,0.05,0.05,0.05,0.05,0.0,20.0,2.589043,11.166263,0.1,0.05,0.05,0.0,0.0,0.28,0.5,0.25,0.219
Negative_F1336,0,0.117647,0.117647,0.058824,0.058824,0.0,0.058824,0.0,0.058824,0.117647,0.0,0.058824,0.058824,0.0,0.058824,0.058824,17.0,2.551254,9.390417,0.117647,0.058824,0.0,0.0,0.0,-0.464706,0.352941,0.176471,1.26
Negative_F1273,0,0.0,0.0,0.083333,0.083333,0.083333,0.111111,0.0,0.083333,0.083333,0.0,0.027778,0.0,0.055556,0.0,0.0,36.0,13.534777,11.999968,0.25,0.138889,0.0,0.0,0.0,-0.816667,0.333333,0.083333,2.599722
Negative_F300,0,0.166667,0.0,0.0,0.133333,0.033333,0.1,0.0,0.0,0.033333,0.066667,0.0,0.033333,0.033333,0.1,0.0,30.0,4.541481,10.12555,0.233333,0.0,0.0,0.033333,0.033333,-0.626667,0.433333,0.1,0.817
Negative_F1895,0,0.0,0.054054,0.0,0.135135,0.027027,0.054054,0.027027,0.054054,0.108108,0.027027,0.081081,0.027027,0.054054,0.027027,0.054054,37.0,9.193998,11.793476,0.054054,0.216216,0.0,0.0,0.0,-1.132432,0.243243,0.081081,3.447297
Negative_F1352,0,0.0625,0.125,0.0,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0625,0.0625,0.1875,0.0625,0.0625,0.0,16.0,0.545047,8.081644,0.0,0.0625,0.0625,0.0,0.0,-0.3125,0.25,0.0625,1.641875
Negative_F2284,0,0.091667,0.008333,0.075,0.133333,0.016667,0.083333,0.008333,0.05,0.1,0.058333,0.075,0.025,0.041667,0.025,0.05,120.0,2.393178,9.355604,0.008333,0.066667,0.033333,0.033333,0.016667,-0.393333,0.391667,0.15,1.31825
Negative_F2088,0,0.067961,0.0,0.019417,0.165049,0.058252,0.07767,0.019417,0.019417,0.009709,0.019417,0.019417,0.067961,0.087379,0.0,0.038835,103.0,17.326028,11.362891,0.106796,0.135922,0.019417,0.029126,0.038835,-0.521359,0.368932,0.058252,2.308835
Negative_F983,0,0.0,0.0,0.0,0.590909,0.0,0.363636,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-0.442547,5.525,0.0,0.0,0.0,0.0,0.0,1.072727,0.363636,0.0,-2.344545
Negative_F2335,0,0.0,0.0,0.083333,0.0,0.083333,0.25,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,12.0,3.549911,11.263868,0.25,0.083333,0.0,0.0,0.0,0.216667,0.666667,0.25,0.158333
Negative_F430,0,0.026316,0.157895,0.026316,0.157895,0.026316,0.078947,0.0,0.026316,0.026316,0.026316,0.105263,0.052632,0.0,0.026316,0.078947,38.0,4.476043,9.181668,0.0,0.131579,0.052632,0.0,0.0,-0.363158,0.263158,0.131579,1.977368
Negative_F378,0,0.0,0.0,0.0,0.086957,0.130435,0.130435,0.0,0.086957,0.0,0.043478,0.043478,0.043478,0.130435,0.0,0.0,23.0,0.627523,8.513002,0.130435,0.0,0.086957,0.0,0.086957,-0.017391,0.391304,0.0,0.906957
Negative_F2348,0,0.0625,0.0,0.125,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,16.0,4.549886,11.999968,0.1875,0.125,0.0,0.0,0.0,0.425,0.5625,0.1875,0.945625
Negative_F687,0,0.0,0.086957,0.0,0.086957,0.043478,0.173913,0.0,0.0,0.0,0.043478,0.043478,0.086957,0.217391,0.0,0.0,23.0,4.495918,9.904294,0.217391,0.0,0.0,0.0,0.0,0.856522,0.434783,0.0,-0.322174
Negative_F920,0,0.130435,0.043478,0.043478,0.173913,0.0,0.086957,0.0,0.0,0.0,0.0,0.086957,0.0,0.130435,0.0,0.086957,23.0,2.520843,9.517806,0.130435,0.043478,0.0,0.043478,0.0,0.234783,0.478261,0.130435,0.52
Negative_F1098,0,0.043478,0.0,0.0,0.0,0.086957,0.043478,0.0,0.0,0.347826,0.086957,0.0,0.086957,0.0,0.0,0.173913,23.0,2.547355,9.988812,0.0,0.130435,0.0,0.0,0.0,-1.1,0.347826,0.173913,1.955217
Negative_F1242,0,0.0,0.0,0.153846,0.076923,0.0,0.076923,0.0,0.076923,0.153846,0.076923,0.230769,0.0,0.0,0.0,0.0,13.0,-0.748157,5.718196,0.076923,0.0,0.0,0.0,0.076923,-0.846154,0.230769,0.153846,1.763077
Negative_F460,0,0.071429,0.071429,0.0,0.107143,0.107143,0.107143,0.035714,0.035714,0.0,0.0,0.0,0.142857,0.071429,0.0,0.0,28.0,2.496811,9.243171,0.178571,0.0,0.0,0.071429,0.0,0.35,0.392857,0.0,0.47
Negative_F1561,0,0.071429,0.071429,0.017857,0.017857,0.053571,0.142857,0.0,0.017857,0.089286,0.107143,0.053571,0.035714,0.053571,0.0,0.017857,56.0,0.906677,8.19975,0.053571,0.053571,0.053571,0.053571,0.035714,-0.246429,0.357143,0.035714,1.571607
Negative_F484,0,0.15,0.1,0.15,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,20.0,2.500929,9.390159,0.15,0.0,0.0,0.0,0.0,1.585,0.65,0.15,-1.522
Negative_F627,0,0.034483,0.0,0.068966,0.103448,0.0,0.034483,0.068966,0.0,0.137931,0.0,0.103448,0.0,0.0,0.0,0.068966,29.0,-5.443629,4.26505,0.068966,0.034483,0.0,0.0,0.275862,-1.306897,0.275862,0.137931,2.440345
Negative_F71,0,0.0,0.0,0.153846,0.153846,0.230769,0.153846,0.0,0.076923,0.076923,0.0,0.0,0.0,0.076923,0.0,0.0,13.0,0.557428,9.750021,0.0,0.076923,0.0,0.0,0.0,1.576923,0.615385,0.153846,-1.147692
Negative_F48,0,0.111111,0.0,0.074074,0.148148,0.074074,0.148148,0.0,0.0,0.0,0.037037,0.074074,0.074074,0.037037,0.0,0.037037,27.0,2.241821,9.824353,0.148148,0.0,0.0,0.0,0.037037,0.403704,0.481481,0.111111,-0.077037
Negative_F278,0,0.243243,0.0,0.027027,0.027027,0.081081,0.0,0.0,0.027027,0.054054,0.0,0.081081,0.081081,0.135135,0.027027,0.0,37.0,1.90141,10.673079,0.027027,0.108108,0.0,0.027027,0.054054,0.232432,0.513514,0.054054,1.476216
Negative_F1400,0,0.037037,0.0,0.037037,0.148148,0.074074,0.222222,0.0,0.0,0.111111,0.074074,0.037037,0.0,0.074074,0.0,0.0,27.0,3.586537,11.263868,0.111111,0.037037,0.037037,0.0,0.0,0.414815,0.444444,0.037037,-0.195556
Negative_F2431,0,0.0,0.333333,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111,0.0,0.0,18.0,5.410282,9.687293,0.0,0.333333,0.0,0.0,0.0,0.066667,0.222222,0.111111,3.662222
Negative_F1826,0,0.09375,0.1875,0.03125,0.0625,0.0625,0.0625,0.0,0.0625,0.0,0.0625,0.09375,0.03125,0.0,0.0,0.03125,32.0,4.473613,9.152786,0.09375,0.0625,0.0625,0.0,0.0,-0.203125,0.28125,0.0625,1.732187
Negative_F1310,0,0.0,0.095238,0.047619,0.238095,0.095238,0.142857,0.047619,0.0,0.0,0.0,0.047619,0.047619,0.047619,0.0,0.0,21.0,1.50205,8.85939,0.142857,0.0,0.0,0.0,0.047619,0.742857,0.380952,0.047619,-0.561905
Negative_F2000,0,0.083333,0.083333,0.083333,0.0,0.0,0.166667,0.083333,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,12.0,3.525408,10.318697,0.25,0.083333,0.0,0.0,0.0,-0.325,0.416667,0.083333,1.945833
Negative_F81,0,0.071429,0.0,0.071429,0.071429,0.142857,0.214286,0.071429,0.142857,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,14.0,1.552442,10.002737,0.142857,0.0,0.0,0.0,0.0,0.785714,0.571429,0.071429,-0.409286
Negative_F2332,0,0.0,0.060606,0.030303,0.212121,0.030303,0.151515,0.0,0.030303,0.0,0.030303,0.121212,0.0,0.151515,0.0,0.0,33.0,3.496365,9.595362,0.151515,0.0,0.0,0.030303,0.0,0.493939,0.363636,0.030303,0.012424
Negative_F293,0,0.029412,0.0,0.058824,0.117647,0.147059,0.088235,0.0,0.0,0.0,0.058824,0.029412,0.0,0.0,0.0,0.0,34.0,7.552845,11.910228,0.088235,0.264706,0.0,0.058824,0.058824,-1.008824,0.323529,0.058824,4.281765
Negative_F915,0,0.052632,0.078947,0.0,0.157895,0.052632,0.157895,0.0,0.026316,0.026316,0.026316,0.131579,0.0,0.052632,0.0,0.026316,38.0,1.548715,8.63633,0.078947,0.026316,0.052632,0.026316,0.026316,0.142105,0.342105,0.026316,0.663158
Negative_F2403,0,0.142857,0.171429,0.0,0.114286,0.028571,0.085714,0.057143,0.028571,0.028571,0.057143,0.028571,0.057143,0.028571,0.0,0.0,35.0,1.401978,8.32527,0.114286,0.0,0.0,0.028571,0.028571,0.268571,0.342857,0.0,0.430857
Negative_F1500,0,0.105263,0.105263,0.157895,0.052632,0.105263,0.105263,0.0,0.0,0.052632,0.0,0.0,0.157895,0.0,0.0,0.0,19.0,2.500929,9.390159,0.157895,0.0,0.0,0.0,0.0,0.936842,0.473684,0.157895,-0.598947
Negative_F122,0,0.0,0.333333,0.0,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222222,0.0,0.0,18.0,5.410282,9.687293,0.0,0.333333,0.0,0.0,0.0,0.222222,0.222222,0.0,3.544444
Negative_F787,0,0.0,0.176471,0.029412,0.088235,0.088235,0.0,0.0,0.0,0.088235,0.0,0.029412,0.029412,0.058824,0.029412,0.058824,34.0,3.435312,8.886338,0.117647,0.088235,0.029412,0.0,0.088235,-0.414706,0.264706,0.117647,1.754412
Negative_F1343,0,0.0,0.0,0.0,0.166667,0.166667,0.166667,0.083333,0.0,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,12.0,1.591549,11.000837,0.083333,0.083333,0.083333,0.0,0.0,0.366667,0.5,0.083333,0.190833
Negative_F1948,0,0.045455,0.121212,0.015152,0.121212,0.045455,0.015152,0.0,0.015152,0.136364,0.030303,0.060606,0.060606,0.075758,0.0,0.015152,66.0,2.360759,8.517772,0.030303,0.106061,0.015152,0.045455,0.045455,-0.490909,0.212121,0.030303,2.158788
Negative_F1284,0,0.032258,0.193548,0.032258,0.096774,0.129032,0.0,0.0,0.064516,0.064516,0.0,0.16129,0.0,0.096774,0.0,0.032258,31.0,0.404037,7.769003,0.064516,0.0,0.0,0.0,0.032258,0.716129,0.322581,0.064516,0.04
Negative_F1214,0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.071429,0.357143,0.0,0.0,0.0,0.0,0.0,0.142857,14.0,4.552316,11.834348,0.0,0.357143,0.0,0.0,0.0,-2.292857,0.214286,0.142857,5.471429
Negative_F1851,0,0.0,0.0,0.025,0.025,0.025,0.05,0.0,0.025,0.075,0.05,0.075,0.075,0.075,0.0,0.0,40.0,-0.762643,6.179842,0.25,0.0,0.0,0.075,0.175,-1.6675,0.175,0.025,3.354
Negative_F1556,0,0.0,0.139535,0.023256,0.023256,0.069767,0.069767,0.023256,0.0,0.023256,0.023256,0.046512,0.046512,0.0,0.0,0.046512,43.0,-0.599396,6.370082,0.116279,0.116279,0.0,0.116279,0.116279,-1.011628,0.232558,0.069767,3.58814
Negative_F18,0,0.0625,0.0,0.0625,0.1875,0.1875,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.125,0.0,0.0,16.0,0.552888,8.590944,0.125,0.0,0.0,0.0625,0.0,1.3,0.5625,0.0625,-1.066875
Negative_F1684,0,0.0,0.046512,0.0,0.069767,0.046512,0.046512,0.023256,0.023256,0.023256,0.139535,0.046512,0.023256,0.023256,0.023256,0.0,43.0,-6.724622,4.503547,0.093023,0.046512,0.046512,0.232558,0.046512,-1.762791,0.162791,0.023256,4.131395
Negative_F1623,0,0.078431,0.019608,0.039216,0.078431,0.068627,0.058824,0.029412,0.04902,0.039216,0.04902,0.078431,0.068627,0.078431,0.019608,0.039216,102.0,-1.434922,6.093902,0.058824,0.029412,0.019608,0.039216,0.058824,-0.166667,0.411765,0.098039,1.228431
Negative_F1126,0,0.019231,0.115385,0.057692,0.038462,0.038462,0.038462,0.0,0.057692,0.038462,0.0,0.057692,0.115385,0.076923,0.019231,0.019231,52.0,6.427568,9.384937,0.153846,0.057692,0.019231,0.038462,0.038462,-0.511538,0.269231,0.096154,2.155385
Negative_F923,0,0.054054,0.162162,0.027027,0.108108,0.027027,0.081081,0.0,0.054054,0.0,0.0,0.027027,0.027027,0.054054,0.0,0.054054,37.0,7.440398,9.544174,0.189189,0.081081,0.0,0.0,0.054054,-0.4,0.297297,0.081081,1.917838
Negative_F1809,0,0.086957,0.0,0.130435,0.217391,0.043478,0.086957,0.043478,0.0,0.0,0.0,0.086957,0.0,0.043478,0.0,0.0,23.0,2.585178,10.001383,0.173913,0.0,0.043478,0.0,0.043478,0.186957,0.434783,0.130435,0.089565
Negative_F1735,0,0.193548,0.129032,0.0,0.032258,0.0,0.129032,0.0,0.032258,0.0,0.0,0.129032,0.129032,0.096774,0.064516,0.0,31.0,-2.538993,4.050028,0.0,0.0,0.0,0.032258,0.032258,0.964516,0.483871,0.064516,-0.236452
Negative_F2419,0,0.153846,0.0,0.025641,0.102564,0.128205,0.051282,0.0,0.051282,0.0,0.076923,0.0,0.102564,0.025641,0.025641,0.0,39.0,1.555476,9.970761,0.051282,0.102564,0.0,0.051282,0.051282,-0.376923,0.410256,0.051282,2.143846
Negative_F327,0,0.153846,0.0,0.230769,0.076923,0.153846,0.153846,0.0,0.0,0.0,0.0,0.153846,0.0,0.0,0.0,0.0,13.0,0.554947,8.750052,0.076923,0.0,0.0,0.0,0.0,1.746154,0.692308,0.230769,-1.602308
Negative_F1123,0,0.0,0.157895,0.105263,0.105263,0.0,0.052632,0.0,0.052632,0.052632,0.052632,0.105263,0.105263,0.052632,0.0,0.0,19.0,0.481859,7.957736,0.052632,0.052632,0.0,0.052632,0.0,-0.168421,0.210526,0.105263,1.719474
Negative_F361,0,0.0,0.0,0.076923,0.076923,0.0,0.0,0.076923,0.0,0.076923,0.0,0.153846,0.0,0.076923,0.076923,0.076923,13.0,0.285939,8.334231,0.076923,0.076923,0.076923,0.0,0.076923,-0.923077,0.384615,0.230769,2.018462
Negative_F1189,0,0.142857,0.0,0.0,0.0,0.071429,0.214286,0.0,0.0,0.0,0.071429,0.071429,0.071429,0.142857,0.0,0.0,14.0,-0.40798,6.743628,0.071429,0.0,0.071429,0.071429,0.0,0.878571,0.571429,0.0,-0.067143
